UTC_Time,Panda_Failure_Rate,Panda_Efficiency,Overall_DDM_Failure_Rate,Overall_DDM_Efficiency,Queue_Status,DwnTm
2013-05-02 08:00:01.194529,0,100,0,100,1,0
2013-05-02 08:30:01.827843,0,100,0.0,100,1,0
2013-05-02 09:00:03.487316,0,100,0.0,100,1,0
2013-05-02 09:30:02.326862,0,100,0.0,100,1,0
2013-05-02 10:00:02.193699,0,100,0.0,100,1,0
2013-05-02 10:30:01.931614,0,100,0.0,100,1,0
2013-05-02 11:00:01.964662,0,100,0.0,100,1,0
2013-05-02 11:30:01.310356,0,100,0.0,100,1,0
2013-05-02 12:00:01.275425,0,100,0,100,1,0
2013-05-02 12:30:01.815857,0,100,0,100,1,0
2013-05-02 13:00:01.921926,0,100,0.0,100,1,0
2013-05-02 13:30:01.512697,0,100,0.0,100,1,0
2013-05-02 14:00:01.282753,0,100,0.0,100,1,0
2013-05-02 14:30:01.294022,0,100,0.0,100,1,0
2013-05-02 15:00:01.770284,0,100,0.0,100,1,0
2013-05-02 15:30:01.678428,0,100,0.0803,100,1,0
2013-05-02 18:00:11.627968,0,100,3.29,96.9,n/a,0
2013-05-02 22:30:01.857202,14.3,85.7,0.495,99.5,1,0
2013-05-02 23:00:01.785703,16.0,84.0,3.98,95.8,1,0
2013-05-02 23:30:02.114946,18.2,81.8,5.55,94.3,1,0
2013-05-03 00:00:02.038972,0,100,7.52,92.3,1,0
2013-05-03 00:30:01.364208,0,100,7.46,92.5,1,0
2013-05-03 01:00:01.597699,0,100,6.91,93.1,1,0
2013-05-03 01:30:02.051950,0,100,6.72,93.4,1,0
2013-05-03 02:00:01.661076,0,100,4.48,95.4,1,0
2013-05-03 02:30:01.411892,0,100,3.11,96.7,1,0
2013-05-03 03:00:01.996871,0,100,0.202,100,1,0
2013-05-03 03:30:01.796806,0,100,0.0,100,1,0
2013-05-03 04:00:02.035419,0,100,0.0,100,1,0
2013-05-03 04:30:02.156189,0,100,0.0,100,1,0
2013-05-03 05:00:02.119758,0,100,0.0,100,1,0
2013-05-03 05:30:02.005684,0,100,0.0,100,1,0
2013-05-03 06:00:01.977343,0,100,0.0,100,1,0
2013-05-03 06:30:01.657276,0,100,0.0,100,1,0
2013-05-03 07:00:01.213681,0,100,0.0,100,1,0
2013-05-03 07:30:01.489782,0,100,0.0,100,1,0
2013-05-03 08:00:02.037524,0,100,0.0258,100,1,0
