etime;mysql_17_threads;mysql_17_conns;localhost_processload_mysql_26;mysql_17_vmswap;mysql_19_questions;mysql_17_vmsize;mysql_19_processes;mysql_17_vmdata;mysql_17_vmstk;mysql_17_vmrss
1287172200; 3.7000000000e+01; 0.0000000000e+00; 7.8747308315e+00; 3.6408655872e+08; 3.9478633996e+01; 8.2520473600e+08; 2.8986666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6111817728e+08
1287172500; 3.5040000000e+01; 0.0000000000e+00; 5.5199826659e+00; 3.6414554112e+08; 4.9926508734e+01; 8.2520473600e+08; 2.6060000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6105919488e+08
1287172800; 3.7960000000e+01; 0.0000000000e+00; 1.3421213326e+01; 3.6395674283e+08; 5.9207490716e+01; 8.2520473600e+08; 2.8960000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6124799317e+08
1287173100; 3.8000000000e+01; 0.0000000000e+00; 6.2866790086e+00; 3.6408072875e+08; 7.9970834107e+01; 8.2520473600e+08; 2.9000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6112400725e+08
1287173400; 3.8000000000e+01; 0.0000000000e+00; 5.6618383167e+00; 3.6408115200e+08; 5.7203100775e+01; 8.2520473600e+08; 2.9000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6112358400e+08
1287173700; 3.8000000000e+01; 0.0000000000e+00; 7.2934780731e+00; 3.6330258432e+08; 4.9413798339e+01; 8.2520473600e+08; 2.9000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6190215168e+08
1287174000; 3.8000000000e+01; 0.0000000000e+00; 7.3319926174e+00; 3.6407328768e+08; 4.8893735794e+01; 8.2520473600e+08; 2.9000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6113144832e+08
1287174300; 3.8000000000e+01; 0.0000000000e+00; 4.0375091486e+00; 3.6408115200e+08; 3.8864652948e+01; 8.2520473600e+08; 2.9000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6112358400e+08
1287174600; 3.8000000000e+01; 0.0000000000e+00; 8.2341649007e+00; 3.6394733568e+08; 5.1257811258e+01; 8.2520473600e+08; 2.9000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6125740032e+08
1287174900; 3.4040000000e+01; 0.0000000000e+00; 3.8334713647e+00; 3.6352020480e+08; 6.5152860179e+01; 8.2520473600e+08; 2.5040000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6168453120e+08
1287175200; 3.4000000000e+01; 0.0000000000e+00; 1.3419616454e+01; 3.6325463381e+08; 3.9994904494e+01; 8.2520473600e+08; 2.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6195010219e+08
1287175500; 3.4000000000e+01; 0.0000000000e+00; 5.4834788483e+00; 3.6341650773e+08; 4.2625113104e+01; 8.2520473600e+08; 2.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6178822827e+08
1287175800; 3.4993333333e+01; 0.0000000000e+00; 2.4846503902e+00; 3.6366579029e+08; 4.2708592122e+01; 8.2520473600e+08; 2.5993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6153894571e+08
1287176100; 3.4003333333e+01; 0.0000000000e+00; 1.6427496098e+00; 3.6325513899e+08; 3.1175241211e+01; 8.2520473600e+08; 2.5003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6194959701e+08
1287176400; 3.4996666667e+01; 0.0000000000e+00; 4.6653783664e+00; 3.6391918251e+08; 5.4950157542e+01; 8.2520473600e+08; 2.5996666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6128555349e+08
1287176700; 3.5000000000e+01; 0.0000000000e+00; 7.5504304636e+00; 3.6299280384e+08; 7.3734900662e+01; 8.2520473600e+08; 2.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6221193216e+08
1287177000; 3.5000000000e+01; 0.0000000000e+00; 6.1256511026e+00; 3.6309217280e+08; 4.0429650999e+01; 8.2520473600e+08; 2.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6211256320e+08
1287177300; 3.5000000000e+01; 0.0000000000e+00; 6.7548094096e+00; 3.6390775467e+08; 3.9497429741e+01; 8.2520473600e+08; 2.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6129698133e+08
1287177600; 3.5000000000e+01; 0.0000000000e+00; 2.4584626753e+00; 3.6391729835e+08; 2.5763031523e+01; 8.2520473600e+08; 2.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6128743765e+08
1287177900; 3.5000000000e+01; 0.0000000000e+00; 6.3214866132e+00; 3.6391731200e+08; 5.4876149285e+01; 8.2520473600e+08; 2.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6128742400e+08
1287178200; 3.5000000000e+01; 0.0000000000e+00; 7.9595470392e+00; 3.6391731200e+08; 3.6475647430e+01; 8.2520473600e+08; 2.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6128742400e+08
1287178500; 3.2030000000e+01; 0.0000000000e+00; 2.8444167157e+00; 3.6346720256e+08; 6.7008036867e+01; 8.2520473600e+08; 2.3030000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6173753344e+08
1287178800; 3.2000000000e+01; 0.0000000000e+00; 2.4953287254e+00; 3.6309647360e+08; 4.4436895949e+01; 8.2520473600e+08; 2.3000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6210826240e+08
1287179100; 3.2000000000e+01; 0.0000000000e+00; 5.9633334820e+00; 3.6397692245e+08; 2.7367708287e+01; 8.2520473600e+08; 2.3000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6122781355e+08
1287179400; 3.2996666667e+01; 0.0000000000e+00; 2.9667665180e+00; 3.6398284800e+08; 2.5063991713e+01; 8.2520473600e+08; 2.3996666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6122188800e+08
1287179700; 3.3000000000e+01; 0.0000000000e+00; 2.7415831303e+00; 3.6399101269e+08; 2.8496800185e+01; 8.2520473600e+08; 2.4000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6121372331e+08
1287180300; 3.1000000000e+01; 0.0000000000e+00; 2.1260666667e+00; 3.6404019200e+08; 2.4731888889e+01; 8.2520473600e+08; 2.2000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287180600; 3.1000000000e+01; 0.0000000000e+00; 1.8379462653e+00; 3.6404019200e+08; 2.7210797473e+01; 8.2520473600e+08; 2.2000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287180900; 3.1000000000e+01; 0.0000000000e+00; 1.7137426236e+00; 3.6404019200e+08; 2.3050635860e+01; 8.2520473600e+08; 2.2000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287181200; 3.1000000000e+01; 0.0000000000e+00; 1.6248805463e+00; 3.6404019200e+08; 2.9549646032e+01; 8.2520473600e+08; 2.2000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287181500; 3.1000000000e+01; 0.0000000000e+00; 1.5988568806e+00; 3.6404019200e+08; 1.5204971805e+01; 8.2520473600e+08; 2.2000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287181800; 3.1000000000e+01; 0.0000000000e+00; 1.3927169275e+00; 3.6404019200e+08; 1.2936225107e+01; 8.2520473600e+08; 2.2000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287182100; 3.0006666667e+01; 0.0000000000e+00; 2.4296789790e+00; 3.6404019200e+08; 3.1359390390e+01; 8.2520473600e+08; 2.1006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116454400e+08
1287182400; 3.0000000000e+01; 0.0000000000e+00; 2.5525555556e+00; 3.6404426069e+08; 3.7622133333e+01; 8.2520473600e+08; 2.1000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116047531e+08
1287182700; 3.0000000000e+01; 0.0000000000e+00; 1.7445584541e+00; 3.6404428800e+08; 1.7516484653e+01; 8.2520473600e+08; 2.1000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116044800e+08
1287183000; 3.0000000000e+01; 0.0000000000e+00; 9.0944154589e-01; 3.6404428800e+08; 1.1154159792e+01; 8.2520473600e+08; 2.1000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116044800e+08
1287183300; 3.0000000000e+01; 0.0000000000e+00; 2.4102536729e+00; 3.6405245269e+08; 1.0500455519e+01; 8.2520473600e+08; 2.1000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6115228331e+08
1287183600; 3.0000000000e+01; 0.0000000000e+00; 1.0226796604e+00; 3.6404434261e+08; 1.8784388926e+01; 8.2520473600e+08; 2.1000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6116039339e+08
1287183900; 2.9006666667e+01; 0.0000000000e+00; 9.8015577852e-01; 3.6363741867e+08; 2.4563593311e+01; 8.2520473600e+08; 2.0006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6156731733e+08
1287184200; 2.7006666667e+01; 0.0000000000e+00; 6.1787755481e-01; 3.6412048725e+08; 1.2809440022e+01; 8.2520473600e+08; 1.8006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6108424875e+08
1287184500; 2.6003333333e+01; 0.0000000000e+00; 3.2324049465e-01; 3.6415885312e+08; 7.0689011074e+00; 8.2520473600e+08; 1.7003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6104588288e+08
1287184800; 2.6000000000e+01; 0.0000000000e+00; 1.2173261720e+00; 3.6415083861e+08; 1.0033310004e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6105389739e+08
1287185100; 2.6993333333e+01; 0.0000000000e+00; 1.9981444073e+00; 3.6413450923e+08; 9.6482039391e+00; 8.2520473600e+08; 1.7993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107022677e+08
1287185400; 2.7000000000e+01; 0.0000000000e+00; 2.2190483598e-01; 3.6413848235e+08; 7.3862933662e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6106625365e+08
1287185700; 2.7000000000e+01; 0.0000000000e+00; 2.7496618678e+00; 3.6413442731e+08; 2.1544924917e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107030869e+08
1287186000; 2.7000000000e+01; 0.0000000000e+00; 1.1696585725e+00; 3.6414253739e+08; 8.8902048565e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6106219861e+08
1287186300; 2.7000000000e+01; 0.0000000000e+00; 1.1150709449e+00; 3.6414259200e+08; 2.2016744190e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6106214400e+08
1287186600; 2.7000000000e+01; 0.0000000000e+00; 7.0666194692e-01; 3.6414259200e+08; 1.1710562654e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6106214400e+08
1287186900; 2.7000000000e+01; 0.0000000000e+00; 4.8544224188e-01; 3.6414259200e+08; 1.2206050269e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6106214400e+08
1287187200; 2.7000000000e+01; 0.0000000000e+00; 3.0725518270e-01; 3.6414259200e+08; 1.0528960254e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6106214400e+08
1287187500; 2.6003333333e+01; 0.0000000000e+00; 9.4139874492e-01; 3.6415892139e+08; 1.9961788741e+01; 8.2520473600e+08; 1.7003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6104581461e+08
1287187800; 2.6000000000e+01; 0.0000000000e+00; 2.5131236619e-01; 3.6415897600e+08; 1.0904333481e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6104576000e+08
1287188100; 2.6000000000e+01; 0.0000000000e+00; 2.2129240924e-01; 3.6415897600e+08; 6.9076024202e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6104576000e+08
1287188400; 2.6000000000e+01; 0.0000000000e+00; 4.6389861208e-01; 3.6415092053e+08; 7.8886483093e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6105381547e+08
1287188700; 2.5006666667e+01; 0.0000000000e+00; 2.5228396939e-01; 3.6418740224e+08; 8.4046780702e+00; 8.2520473600e+08; 1.6006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6101733376e+08
1287189000; 2.6993333333e+01; 0.0000000000e+00; 1.4147120894e+00; 3.6412641280e+08; 1.6279322437e+01; 8.2520473600e+08; 1.7993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107832320e+08
1287189300; 2.7000000000e+01; 0.0000000000e+00; 1.3790033223e+00; 3.6412213931e+08; 2.9473089701e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6108259669e+08
1287189600; 2.7000000000e+01; 0.0000000000e+00; 4.7600591846e-01; 3.6412211200e+08; 1.4644058327e+01; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6108262400e+08
1287189900; 2.7000000000e+01; 0.0000000000e+00; 3.5992109659e-01; 3.6412211200e+08; 7.5899797148e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6108262400e+08
1287190200; 2.7000000000e+01; 0.0000000000e+00; 3.7866877675e-01; 3.6413027669e+08; 7.0578667205e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107445931e+08
1287190500; 2.7000000000e+01; 0.0000000000e+00; 1.9456936139e-01; 3.6413030400e+08; 6.8877987449e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107443200e+08
1287190800; 2.7000000000e+01; 0.0000000000e+00; 1.8400906726e-01; 3.6413030400e+08; 6.2218531401e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107443200e+08
1287191100; 2.6003333333e+01; 0.0000000000e+00; 6.7502426607e-01; 3.6372615168e+08; 1.8452413527e+01; 8.2520473600e+08; 1.7003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6147858432e+08
1287191400; 2.5003333333e+01; 0.0000000000e+00; 3.3337404946e-01; 3.6376154112e+08; 9.2932280546e+00; 8.2520473600e+08; 1.6003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6144319488e+08
1287191700; 2.5000000000e+01; 0.0000000000e+00; 3.1677039498e-01; 3.6417667072e+08; 1.1773149723e+01; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6102806528e+08
1287192000; 2.5000000000e+01; 0.0000000000e+00; 2.2469751022e-01; 3.6418759339e+08; 7.2279422520e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6101714261e+08
1287192300; 2.5996666667e+01; 0.0000000000e+00; 6.3529137867e-01; 3.6416315392e+08; 1.9824435526e+01; 8.2520473600e+08; 1.6996666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6104158208e+08
1287192600; 2.6000000000e+01; 0.0000000000e+00; 7.0078224437e-01; 3.6416307200e+08; 1.2493099299e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6104166400e+08
1287192900; 2.6000000000e+01; 0.0000000000e+00; 1.3357399779e+00; 3.6399218688e+08; 2.2092078479e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6121254912e+08
1287193200; 2.6993333333e+01; 0.0000000000e+00; 3.3875955407e+00; 3.6369809408e+08; 9.1740879227e+00; 8.2520473600e+08; 1.7993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6150664192e+08
1287193500; 2.7000000000e+01; 0.0000000000e+00; 2.7954377271e-01; 3.6385942187e+08; 6.4109432327e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6134531413e+08
1287193800; 2.7000000000e+01; 0.0000000000e+00; 1.4748290882e-01; 3.6385996800e+08; 6.0324799557e+00; 8.2520473600e+08; 1.8000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6134476800e+08
1287194100; 2.6006666667e+01; 0.0000000000e+00; 4.2953965069e-01; 3.6409595221e+08; 1.1837279153e+01; 8.2520473600e+08; 1.7006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6110878379e+08
1287194400; 2.6000000000e+01; 0.0000000000e+00; 1.5758257153e-01; 3.6409753600e+08; 6.1989875139e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6110720000e+08
1287194700; 2.6000000000e+01; 0.0000000000e+00; 5.9187777778e-01; 3.6409753600e+08; 1.7704788889e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6110720000e+08
1287195000; 2.5003333333e+01; 0.0000000000e+00; 1.4815555556e-01; 3.6412611243e+08; 6.0026000000e+00; 8.2520473600e+08; 1.6003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107862357e+08
1287195300; 2.5000000000e+01; 0.0000000000e+00; 1.5280339609e-01; 3.6412620800e+08; 6.2151047988e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107852800e+08
1287195600; 2.5000000000e+01; 0.0000000000e+00; 1.4339660391e-01; 3.6412620800e+08; 6.0511063123e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6107852800e+08
1287195900; 2.5993333333e+01; 0.0000000000e+00; 2.6340817540e-01; 3.6410179584e+08; 1.0827468227e+01; 8.2520473600e+08; 1.6993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6110294016e+08
1287196200; 2.6000000000e+01; 0.0000000000e+00; 1.8961825502e-01; 3.6410163200e+08; 7.0559105101e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6110310400e+08
1287196500; 2.5006666667e+01; 0.0000000000e+00; 6.9328468069e-01; 3.6419114325e+08; 2.0731465707e+01; 8.2520473600e+08; 1.6006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6101359275e+08
1287196800; 2.5000000000e+01; 0.0000000000e+00; 2.1061991825e-01; 3.6418767531e+08; 8.1087441843e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6101706069e+08
1287197100; 2.5000000000e+01; 0.0000000000e+00; 1.8009119287e-01; 3.6418764800e+08; 7.7276558157e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6101708800e+08
1287197400; 2.5000000000e+01; 0.0000000000e+00; 1.6197694352e+00; 3.6417948331e+08; 8.3600080472e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6102525269e+08
1287197700; 2.5000000000e+01; 0.0000000000e+00; 1.2756750092e+00; 3.6417945600e+08; 9.5487030639e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6102528000e+08
1287198000; 2.5000000000e+01; 0.0000000000e+00; 6.6295934597e-01; 3.6420386816e+08; 8.4223287254e+00; 8.2520473600e+08; 1.5006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100086784e+08
1287198300; 2.4003333333e+01; 0.0000000000e+00; 5.7029620959e-01; 3.6421627904e+08; 1.3728893497e+01; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098845696e+08
1287198600; 2.4000000000e+01; 0.0000000000e+00; 1.4759213732e-01; 3.6421632000e+08; 6.0986682909e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098841600e+08
1287198900; 2.4000000000e+01; 0.0000000000e+00; 1.5047285711e-01; 3.6422038869e+08; 6.2662620696e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098434731e+08
1287199200; 2.4000000000e+01; 0.0000000000e+00; 1.5000167224e-01; 3.6422041600e+08; 6.0905918618e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098432000e+08
1287199500; 2.4000000000e+01; 0.0000000000e+00; 1.7268161683e-01; 3.6422041600e+08; 6.3314184939e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098432000e+08
1287199800; 2.4993333333e+01; 0.0000000000e+00; 1.8988504983e-01; 3.6421634731e+08; 6.9392592839e+00; 8.2520473600e+08; 1.5993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098838869e+08
1287200100; 2.5000000000e+01; 0.0000000000e+00; 6.6238149387e-01; 3.6421632000e+08; 1.7683769379e+01; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098841600e+08
1287200400; 2.5000000000e+01; 0.0000000000e+00; 1.8102249284e-01; 3.6420815531e+08; 6.5789093212e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6099658069e+08
1287200700; 2.5000000000e+01; 0.0000000000e+00; 1.5681823551e-01; 3.6421626539e+08; 6.1625435216e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098847061e+08
1287201000; 2.5000000000e+01; 0.0000000000e+00; 2.3027521368e-01; 3.6421632000e+08; 9.0076441472e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098841600e+08
1287201300; 2.5000000000e+01; 0.0000000000e+00; 1.7295084760e-01; 3.6421632000e+08; 6.3577636048e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098841600e+08
1287201600; 2.5000000000e+01; 0.0000000000e+00; 6.5894435864e-01; 3.6420411392e+08; 8.7132285914e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100062208e+08
1287201900; 2.5000000000e+01; 0.0000000000e+00; 2.0319637255e+00; 3.6420403200e+08; 1.8531998430e+01; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100070400e+08
1287202200; 2.5993333333e+01; 0.0000000000e+00; 2.0201767427e+00; 3.6419589461e+08; 9.3096069216e+00; 8.2520473600e+08; 1.6993333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100884139e+08
1287202500; 2.6000000000e+01; 0.0000000000e+00; 2.7119716515e+00; 3.6419584000e+08; 7.3783443520e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287202800; 2.6000000000e+01; 0.0000000000e+00; 1.6378412698e-01; 3.6419584000e+08; 6.0687472868e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287203100; 2.6000000000e+01; 0.0000000000e+00; 1.8037577109e-01; 3.6419584000e+08; 6.2030532887e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287203400; 2.6000000000e+01; 0.0000000000e+00; 2.8963534002e-01; 3.6419175765e+08; 6.0671244890e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6101297835e+08
1287203700; 2.6000000000e+01; 0.0000000000e+00; 7.2942735327e-01; 3.6350182741e+08; 1.8225117017e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6170290859e+08
1287204000; 2.6000000000e+01; 0.0000000000e+00; 1.5056153562e-01; 3.6349952000e+08; 6.0354163160e+00; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6170521600e+08
1287204300; 2.6000000000e+01; 0.0000000000e+00; 6.9199227053e-01; 3.6416678571e+08; 1.7158908510e+01; 8.2520473600e+08; 1.7000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6103795029e+08
1287204600; 2.5003333333e+01; 0.0000000000e+00; 2.7141884058e-01; 3.6419575808e+08; 1.1831402601e+01; 8.2520473600e+08; 1.6003333333e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100897792e+08
1287204900; 2.5000000000e+01; 0.0000000000e+00; 2.6248361019e-01; 3.6419584000e+08; 1.3065579328e+01; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287205200; 2.5000000000e+01; 0.0000000000e+00; 2.8981638981e-01; 3.6419584000e+08; 8.3980206718e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287205500; 2.5000000000e+01; 0.0000000000e+00; 7.4942497213e-01; 3.6419584000e+08; 1.7819501301e+01; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287205800; 2.5000000000e+01; 0.0000000000e+00; 1.5151168346e-01; 3.6419584000e+08; 6.0230538858e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287206100; 2.5000000000e+01; 0.0000000000e+00; 1.5330778885e-01; 3.6419584000e+08; 6.0528670358e+00; 8.2520473600e+08; 1.6000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6100889600e+08
1287206400; 2.4006666667e+01; 0.0000000000e+00; 1.6713147529e-01; 3.6422025216e+08; 6.3757624675e+00; 8.2520473600e+08; 1.5006666667e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098448384e+08
1287206700; 2.4000000000e+01; 0.0000000000e+00; 7.5137963582e-01; 3.6422041600e+08; 7.0809819770e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098432000e+08
1287207000; 2.4000000000e+01; 0.0000000000e+00; 5.9852440015e-01; 3.6422041600e+08; 6.5731349206e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6098432000e+08
1287207300; 2.4000000000e+01; 0.0000000000e+00; 6.9932004430e-01; 3.6396001963e+08; 1.7778120635e+01; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6124471637e+08
1287207600; 2.4000000000e+01; 0.0000000000e+00; 1.7077591973e-01; 3.6395827200e+08; 6.5574168711e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6124646400e+08
1287207900; 2.4000000000e+01; 0.0000000000e+00; 3.9127723641e-01; 3.6395827200e+08; 6.1472974885e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6124646400e+08
1287208200; 2.4000000000e+01; 0.0000000000e+00; 1.6485795496e-01; 3.6395827200e+08; 6.3552634182e+00; 8.2520473600e+08; 1.5000000000e+01; 7.9147827200e+08; 8.6016000000e+04; 4.6124646400e+08
