etime;sla2;ews_hits_20_wiki;ews2usage_23_NumberOfGroups;sla1;ews2usage_23_numberOflectures;ews_hits_20_phpbb;ews_hits_20_webdav;ews2usage_23_numberOfUsers;ews_hits_20_ews2;ews2usage_23_login5minutes
1288067100; 0; 1.3355555556e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 1.6897777778e-01; 1.1995555556e-01; 4.9706000000e+04; 6.8871111111e-01; 4.9933333333e+00
1288067400; 0; 1.0022222222e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 1.7688888889e-02; 2.0666666667e-02; 4.9706000000e+04; 6.4362222222e-01; 1.0266666667e+00
1288067700; 0; 1.3311111111e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 1.9977777778e-02; 9.9466666667e-02; 4.9706000000e+04; 8.4200000000e-01; 3.9800000000e+00
1288068000; 0; 2.6577777778e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 2.6622222222e-02; 1.3311111111e-01; 4.9706000000e+04; 1.8068666667e+00; 8.9666666667e+00
1288068300; 0; 1.1275555556e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.6666666667e-02; 1.7306666667e-01; 4.9706000000e+04; 1.7967777778e+00; 1.0986666667e+01
1288068600; 0; 3.3977406169e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 3.3399628391e-02; 2.4035287997e-01; 4.9706000000e+04; 2.5700602750e+00; 1.1000000000e+01
1288068900; 0; 5.6401626685e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 3.3223332111e-02; 1.4980599784e-01; 4.9706000000e+04; 1.9555609136e+00; 1.1000000000e+01
1288069200; 0; 3.3598373315e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 1.2314233121e-01; 2.7009366771e-01; 4.9706000000e+04; 2.2820756527e+00; 1.0006666667e+01
1288069500; 0; 8.9811482720e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 1.2665693051e-01; 2.2349189892e-01; 4.9706000000e+04; 2.7285142698e+00; 1.1993333333e+01
1288069800; 0; 1.8302222222e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 1.9975555556e-01; 3.0638888889e-01; 4.9706000000e+04; 3.8894555556e+00; 2.1966666667e+01
1288070100; 0; 2.1252694721e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 9.6691029900e-02; 2.7253938723e-01; 4.9706000000e+04; 4.8108847545e+00; 2.3993333333e+01
1288070400; 0; 1.7028416390e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.8539785899e-01; 3.6934950166e-01; 4.9706000000e+04; 4.1345596899e+00; 1.8040000000e+01
1288070700; 0; 6.0733333333e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 2.0057777778e-01; 2.9715555556e-01; 4.9706993333e+04; 3.7591555556e+00; 1.8000000000e+01
1288071000; 0; 1.1297777778e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.5628888889e-01; 2.1720000000e-01; 4.9707000000e+04; 3.0911333333e+00; 1.2040000000e+01
1288071300; 0; 3.6166666667e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 1.2091111111e-01; 2.1004444444e-01; 4.9707993333e+04; 3.5667777778e+00; 1.6966666667e+01
1288071600; 0; 1.2493333333e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 7.6955555556e-02; 2.7622222222e-01; 4.9708000000e+04; 3.9905111111e+00; 1.9980000000e+01
1288071900; 0; 1.2995555556e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.0580000000e-01; 3.3626666667e-01; 4.9708000000e+04; 3.6390444444e+00; 1.9006666667e+01
1288072200; 0; 1.2988222222e+00; 9.0100000000e+02; 0; 8.8790000000e+03; 1.1768222222e+00; 3.5322222222e-01; 4.9708000000e+04; 3.9148000000e+00; 1.9993333333e+01
1288072500; 0; 1.1797777778e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 5.4244444444e-02; 1.9771111111e-01; 4.9708000000e+04; 3.6319111111e+00; 1.9006666667e+01
1288072800; 0; 1.1331111111e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.7513333333e-01; 3.3904444444e-01; 4.9708000000e+04; 3.6531777778e+00; 2.0986666667e+01
1288073100; 0; 3.3517777778e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 4.3560000000e-01; 5.6184444444e-01; 4.9708000000e+04; 5.1102222222e+00; 3.1926666667e+01
1288073400; 0; 1.6117777778e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.4462222222e-01; 5.5340000000e-01; 4.9708000000e+04; 6.1961111111e+00; 3.3986666667e+01
1288073700; 0; 3.8846666667e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 3.9564444444e-01; 6.1293333333e-01; 4.9708993333e+04; 7.3158666667e+00; 3.6980000000e+01
1288074000; 0; 2.5424444444e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 9.5355555556e-02; 2.8553333333e-01; 4.9709000000e+04; 5.5552000000e+00; 2.9053333333e+01
1288074300; 0; 1.2751111111e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.0922222222e-01; 6.6411111111e-01; 4.9709000000e+04; 8.5829333333e+00; 3.8933333333e+01
1288074600; 0; 4.1943976217e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 4.6982809365e-01; 6.4562616128e-01; 4.9709000000e+04; 1.0226564028e+01; 4.1980000000e+01
1288074900; 0; 8.7495490691e-02; 9.0100000000e+02; 0; 8.8790000000e+03; 1.5057522861e-01; 2.4717930199e-01; 4.9709000000e+04; 5.5836708186e+00; 1.9076666667e+01
1288075200; 0; 9.3762030269e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 5.4401889996e-01; 6.7379453673e-01; 4.9709000000e+04; 1.0589631820e+01; 4.4826666667e+01
1288075500; 0; 1.3837111111e+00; 9.0100000000e+02; 0; 8.8790000000e+03; 5.5660000000e-01; 5.6408888889e-01; 4.9708006667e+04; 9.2624666667e+00; 4.1026666667e+01
1288075800; 0; 8.4364444444e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 3.1826666667e-01; 7.3551111111e-01; 4.9708000000e+04; 1.0451955556e+01; 4.4973333333e+01
1288076100; 0; 4.7246666667e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 2.5044444444e-01; 7.6646666667e-01; 4.9708000000e+04; 1.0304377778e+01; 5.0960000000e+01
1288076400; 0; 2.3491111111e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 5.2813333333e-01; 7.1037777778e-01; 4.9708993333e+04; 8.1113777778e+00; 4.3053333333e+01
1288076700; 0; 6.0086666667e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 5.2337777778e-01; 6.6695555556e-01; 4.9709000000e+04; 9.4012444444e+00; 4.5980000000e+01
1288077000; 0; 8.2517777778e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 4.0413333333e-01; 6.7328888889e-01; 4.9709000000e+04; 9.7113111111e+00; 4.7986666667e+01
1288077300; 0; 1.2081421033e+00; 9.0100000000e+02; 0; 8.8790000000e+03; 6.4719279078e-01; 6.9550338164e-01; 4.9709000000e+04; 1.0692425567e+01; 5.0980000000e+01
1288077600; 0; 1.5621578967e+00; 9.0100000000e+02; 0; 8.8790000000e+03; 9.8221832033e-01; 7.1991884058e-01; 4.9709000000e+04; 9.5903744333e+00; 4.8010000000e+01
1288077900; 0; 4.7208818752e-01; 9.0100000000e+02; 0; 8.8790000000e+03; 5.4962329273e-01; 7.5072779623e-01; 4.9709000000e+04; 8.7436831303e+00; 4.9993333333e+01
1288078200; 0; 1.5427895903e+00; 9.0100000000e+02; 0; 8.8790000000e+03; 3.1158781838e-01; 8.3278331488e-01; 4.9709993333e+04; 1.1892183536e+01; 5.6953333333e+01
1288078500; 0; 7.6526666667e-01; 9.0100000000e+02; 0; 8.8819800000e+03; 6.7753333333e-01; 1.1081555556e+00; 4.9710000000e+04; 1.0251155556e+01; 5.7993333333e+01
1288078800; 0; 5.8451111111e-01; 9.0100000000e+02; 0; 8.8820000000e+03; 2.8266666667e-01; 7.1597777778e-01; 4.9710000000e+04; 8.6142444444e+00; 3.8133333333e+01
1288079100; 0; 7.2902222222e-01; 9.0100000000e+02; 0; 8.8829933333e+03; 5.9786666667e-01; 7.1002222222e-01; 4.9710000000e+04; 9.0404000000e+00; 4.3960000000e+01
1288079400; 0; 1.4286444444e+00; 9.0100000000e+02; 0; 8.8839933333e+03; 6.5628888889e-01; 8.7224444444e-01; 4.9710993333e+04; 9.9009111111e+00; 5.2940000000e+01
1288079700; 0; 1.4134666667e+00; 9.0100000000e+02; 0; 8.8859866667e+03; 6.6328888889e-01; 9.1306666667e-01; 4.9712986667e+04; 1.2942955556e+01; 6.9886666667e+01
1288080000; 0; 8.1402222222e-01; 9.0100000000e+02; 0; 8.8860000000e+03; 1.4878000000e+00; 1.0060444444e+00; 4.9713993333e+04; 1.2767977778e+01; 5.7086666667e+01
1288080300; 0; 1.0782000000e+00; 9.0100000000e+02; 0; 8.8860000000e+03; 4.4371111111e-01; 1.1854666667e+00; 4.9714993333e+04; 1.3495111111e+01; 6.8920000000e+01
1288080600; 0; 2.0600888889e+00; 9.0100000000e+02; 0; 8.8860000000e+03; 1.7379333333e+00; 1.3158000000e+00; 4.9716986667e+04; 1.6049555556e+01; 7.9926666667e+01
1288080900; 0; 1.9905441122e+00; 9.0100000000e+02; 0; 8.8790466667e+03; 1.0973808786e+00; 1.1242152086e+00; 4.9717000000e+04; 1.6502061277e+01; 8.8940000000e+01
1288081200; 0; 3.2407003322e+00; 9.0100000000e+02; 1; 8.8710800000e+03; 1.8160302326e+00; 1.6249292359e+00; 4.9717000000e+04; 1.7833249834e+01; 9.6920000000e+01
1288081500; 0; 2.0191554069e+00; 9.0100000000e+02; 0; 8.8700100000e+03; 1.2962935340e+00; 1.2678719064e+00; 4.9717990000e+04; 1.4091443255e+01; 7.4230000000e+01
1288081800; 0; 1.1490890375e+00; 9.0100000000e+02; 0; 8.8739733333e+03; 3.9600646600e-01; 1.2236058714e+00; 4.9718993333e+04; 1.8731934522e+01; 9.4860000000e+01
1288082100; 0; 1.6499333333e+00; 9.0100000000e+02; 0; 8.8749933333e+03; 9.4295555556e-01; 1.2696888889e+00; 4.9719000000e+04; 1.3902622222e+01; 7.4140000000e+01
1288082400; 0; 6.0702222222e-01; 9.0100000000e+02; 0; 8.8750000000e+03; 4.8973333333e-01; 1.1176888889e+00; 4.9719000000e+04; 1.4300444444e+01; 8.0953333333e+01
1288082700; 0; 4.5100000000e-01; 9.0100000000e+02; 0; 8.8750000000e+03; 3.0124444444e-01; 8.2197777778e-01; 4.9719000000e+04; 1.1730600000e+01; 5.7160000000e+01
1288083000; 0; 1.4282173913e+00; 9.0100000000e+02; 0; 8.8750000000e+03; 5.0364994426e-01; 1.0552771460e+00; 4.9719993333e+04; 1.3027966258e+01; 6.7926666667e+01
1288083300; 0; 5.6304858202e+00; 9.0100000000e+02; 0; 8.8750000000e+03; 4.7532337767e+00; 1.3677310489e+00; 4.9720000000e+04; 1.2003455964e+01; 6.2020000000e+01
1288083600; 0; 1.4133030122e+01; 9.0100000000e+02; 0; 8.8750000000e+03; 1.3448405168e+01; 1.1978140273e+00; 4.9720000000e+04; 1.3152266667e+01; 7.1933333333e+01
1288083900; 0; 9.8826778149e-01; 9.0100000000e+02; 0; 8.8750000000e+03; 8.2756952806e-01; 1.1175875883e+00; 4.9720000000e+04; 1.3864834783e+01; 7.3986666667e+01
1288084200; 0; 5.0797666295e-01; 9.0100000000e+02; 0; 8.8750000000e+03; 7.1010824972e-01; 1.2130124117e+00; 4.9720996667e+04; 1.3654054106e+01; 6.2040000000e+01
1288084500; 0; 1.1910444444e+00; 9.0100000000e+02; 0; 8.8750000000e+03; 7.0003333333e-01; 1.1767888889e+00; 4.9720003333e+04; 1.5284544444e+01; 7.3960000000e+01
1288084800; 0; 1.3118958287e+00; 9.0100000000e+02; 0; 8.8740033333e+03; 7.0430454042e-01; 1.1793928756e+00; 4.9719003333e+04; 1.6014189258e+01; 8.2970000000e+01
1288085100; 0; 1.2769041713e+00; 9.0100000000e+02; 0; 8.8740000000e+03; 8.0598434847e-01; 1.3587960133e+00; 4.9719000000e+04; 1.7562955186e+01; 9.2933333333e+01
1288085400; 0; 1.6144000000e+00; 9.0100000000e+02; 0; 8.8740000000e+03; 1.7602666667e+00; 1.1249111111e+00; 4.9719000000e+04; 1.5404555556e+01; 7.2140000000e+01
1288085700; 0; 1.5556046176e+00; 9.0100000000e+02; 0; 8.8740000000e+03; 7.1485137085e-01; 1.1782031746e+00; 4.9717013333e+04; 1.2225781818e+01; 7.1006666667e+01
1288086000; 0; 1.3131411967e+00; 9.0100000000e+02; 0; 8.8740000000e+03; 4.5395837040e-01; 1.1880300065e+00; 4.9717000000e+04; 1.3963325031e+01; 7.1000000000e+01
1288086300; 0; 1.6719544441e+00; 9.0100000000e+02; 0; 8.8740000000e+03; 1.4517166523e+00; 1.0639578119e+00; 4.9717993333e+04; 1.2825320393e+01; 7.9940000000e+01
1288086600; 0; 1.4404900054e+00; 9.0100000000e+02; 0; 8.8749900000e+03; 1.1072268581e+00; 1.2456479516e+00; 4.9718990000e+04; 1.5666868410e+01; 8.1980000000e+01
1288086900; 0; 6.1552084727e-01; 9.0100000000e+02; 0; 8.8750000000e+03; 4.8415785953e-01; 1.1009832776e+00; 4.9719000000e+04; 1.4004682126e+01; 7.8026666667e+01
1288087200; 0; 1.1298444444e+00; 9.0100000000e+02; 0; 8.8750000000e+03; 1.3673777778e+00; 1.5966666667e+00; 4.9719000000e+04; 1.7595822222e+01; 8.9920000000e+01
1288087500; 0; 2.1763333333e+00; 9.0100000000e+02; 0; 8.8750000000e+03; 1.2177111111e+00; 1.6033111111e+00; 4.9719000000e+04; 1.7878266667e+01; 9.5960000000e+01
1288087800; 0; 1.5707777778e+00; 9.0100000000e+02; 0; 8.8759933333e+03; 1.0809111111e+00; 1.7722000000e+00; 4.9719993333e+04; 1.8787244444e+01; 1.0295333333e+02
1288088100; 0; 2.1891555556e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 8.0186666667e-01; 1.5183777778e+00; 4.9720000000e+04; 1.8508577778e+01; 8.4126666667e+01
1288088400; 0; 2.3312999631e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 1.0745692137e+00; 1.2674533038e+00; 4.9720000000e+04; 1.6422624732e+01; 7.9033333333e+01
1288088700; 0; 2.4916779638e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 1.0107305626e+00; 1.4644363308e+00; 4.9720990000e+04; 1.7671804500e+01; 1.0375000000e+02
1288089000; 0; 1.2798059786e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 1.1987046534e+00; 1.3128061941e+00; 4.9721000000e+04; 1.6343356076e+01; 8.4066666667e+01
1288089300; 0; 1.2104383167e+00; 9.0100000000e+02; 0; 8.8740133333e+03; 8.0266223699e-01; 1.4159708379e+00; 4.9721000000e+04; 1.8568370247e+01; 8.9960000000e+01
1288089600; 0; 1.1073555556e+00; 9.0100000000e+02; 0; 8.8740000000e+03; 8.5297777778e-01; 9.2331111111e-01; 4.9721993333e+04; 1.4596755556e+01; 7.3113333333e+01
1288089900; 0; 2.1099333333e+00; 9.0100000000e+02; 0; 8.8769800000e+03; 1.6910444444e+00; 1.5424888889e+00; 4.9722993333e+04; 1.8838022222e+01; 9.0880000000e+01
1288090200; 0; 1.6365555556e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 6.7684444444e-01; 1.1394000000e+00; 4.9723000000e+04; 1.4976111111e+01; 6.9146666667e+01
1288090500; 0; 1.4744000000e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.5938000000e+00; 1.3220888889e+00; 4.9724986667e+04; 1.5410244444e+01; 9.2840000000e+01
1288090800; 0; 9.2037777778e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 7.9540000000e-01; 1.7637111111e+00; 4.9726986667e+04; 1.7628466667e+01; 9.8960000000e+01
1288091100; 0; 1.0954666667e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 4.7875555556e-01; 1.4686666667e+00; 4.9727000000e+04; 1.5646733333e+01; 7.5160000000e+01
1288091400; 0; 1.1628888889e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 4.5680000000e-01; 1.1984666667e+00; 4.9727000000e+04; 1.5987622222e+01; 7.9966666667e+01
1288091700; 0; 1.6798666667e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 4.5004444444e-01; 1.3224888889e+00; 4.9728986667e+04; 1.4195377778e+01; 8.1986666667e+01
1288092000; 0; 2.4250222222e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 7.8111111111e-01; 1.3266444444e+00; 4.9729993333e+04; 1.5259444444e+01; 8.4980000000e+01
1288092300; 0; 8.6715555556e-01; 9.0100000000e+02; 0; 8.8760066667e+03; 7.8664444444e-01; 1.2902444444e+00; 4.9729006667e+04; 1.2796577778e+01; 7.4073333333e+01
1288092600; 0; 8.6991111111e-01; 9.0100000000e+02; 1; 8.8760000000e+03; 4.6880000000e-01; 1.2833777778e+00; 4.9729993333e+04; 1.3243555556e+01; 6.3073333333e+01
1288092900; 0; 1.3534222222e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 1.2414666667e+00; 1.2535333333e+00; 4.9731986667e+04; 1.3746644444e+01; 7.5913333333e+01
1288093200; 1; 1.2010444444e+00; 9.0100000000e+02; 1; 8.8769933333e+03; 9.0231111111e-01; 1.0480444444e+00; 4.9732993333e+04; 1.2862622222e+01; 7.3020000000e+01
1288093500; 0; 1.9714888889e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 5.1591111111e-01; 9.9037777778e-01; 4.9733000000e+04; 1.2141466667e+01; 6.6046666667e+01
1288093800; 0; 1.4336444444e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 7.3517777778e-01; 1.2780666667e+00; 4.9733993333e+04; 1.5646444444e+01; 7.2953333333e+01
1288094100; 0; 4.3666666667e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 5.7442222222e-01; 1.1012000000e+00; 4.9734000000e+04; 1.2107244444e+01; 6.1080000000e+01
1288094400; 0; 1.1551333333e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 9.2100000000e-01; 1.3086000000e+00; 4.9734000000e+04; 1.5950711111e+01; 8.2853333333e+01
1288094700; 0; 9.7126666667e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 1.0326000000e+00; 1.3861555556e+00; 4.9734000000e+04; 1.8969911111e+01; 8.5980000000e+01
1288095000; 0; 9.6668888889e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 7.5851111111e-01; 1.0224444444e+00; 4.9738966667e+04; 1.4523311111e+01; 6.5140000000e+01
1288095300; 0; 1.9202666667e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 5.5800000000e-01; 1.0829111111e+00; 4.9743966667e+04; 1.9340800000e+01; 9.3806666667e+01
1288095600; 0; 9.3333333333e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 5.5997777778e-01; 1.6296666667e+00; 4.9744000000e+04; 1.7989288889e+01; 9.5986666667e+01
1288095900; 0; 7.7104444444e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 5.4675555556e-01; 1.5836666667e+00; 4.9745986667e+04; 1.9085911111e+01; 1.0096666667e+02
1288096200; 0; 1.0713111111e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 6.8904444444e-01; 1.3714222222e+00; 4.9746000000e+04; 1.5931222222e+01; 8.3120000000e+01
1288096500; 0; 1.0898888889e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 4.3504444444e-01; 1.2673555556e+00; 4.9746993333e+04; 1.5559022222e+01; 8.0020000000e+01
1288096800; 0; 5.6353333333e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 8.7040000000e-01; 1.0084000000e+00; 4.9747000000e+04; 1.2361444444e+01; 6.6093333333e+01
1288097100; 0; 1.0103111111e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.9124444444e-01; 1.0397777778e+00; 4.9747993333e+04; 1.2111533333e+01; 6.5006666667e+01
1288097400; 0; 1.5166222222e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.2892666667e+00; 1.3247555556e+00; 4.9748000000e+04; 1.5195955556e+01; 8.0893333333e+01
1288097700; 0; 1.5941864895e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 6.4226570690e-01; 1.6357990402e+00; 4.9748000000e+04; 1.5258853082e+01; 8.2986666667e+01
1288098000; 0; 8.0184468439e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 7.0584787375e+00; 1.4815787375e+00; 4.9748990000e+04; 1.2996191362e+01; 7.8050000000e+01
1288098300; 0; 8.7217112598e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 5.4471159420e-01; 9.2864615385e-01; 4.9749000000e+04; 1.2430235006e+01; 5.9190000000e+01
1288098600; 0; 5.3841776291e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 1.3232173913e-01; 2.8759829060e-01; 4.9749000000e+04; 8.3142538833e+00; 3.7146666667e+01
1288098900; 0; 6.8566666667e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 5.7037777778e-01; 3.4624444444e-01; 4.9749993333e+04; 7.2171777778e+00; 2.6073333333e+01
1288099200; 0; 7.2971111111e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 1.3295555556e-01; 3.8971111111e-01; 4.9750000000e+04; 7.2066888889e+00; 2.6000000000e+01
1288099500; 0; 7.1013333333e-01; 9.0100000000e+02; 0; 8.8770000000e+03; 6.0680000000e-01; 7.1117777778e-01; 4.9750000000e+04; 1.4623555556e+01; 6.3746666667e+01
1288099800; 0; 1.1470666667e+00; 9.0100000000e+02; 0; 8.8779933333e+03; 1.4973777778e+00; 1.4517111111e+00; 4.9750000000e+04; 1.7871866667e+01; 8.2873333333e+01
1288100100; 1; 7.5597777778e-01; 9.0100000000e+02; 1; 8.8780000000e+03; 7.1528888889e-01; 1.2911111111e+00; 4.9750000000e+04; 1.6866888889e+01; 8.3993333333e+01
1288100400; 0; 1.2632444444e+00; 9.0100000000e+02; 1; 8.8780000000e+03; 5.3782222222e-01; 1.0218000000e+00; 4.9750993333e+04; 1.2274111111e+01; 6.2146666667e+01
1288100700; 0; 1.4520888889e+00; 9.0100000000e+02; 0; 8.8780000000e+03; 6.4262222222e-01; 1.2617111111e+00; 4.9751993333e+04; 1.5865688889e+01; 7.5906666667e+01
1288101000; 0; 7.9704674842e-01; 9.0100000000e+02; 0; 8.8780000000e+03; 6.4879279078e-01; 1.6861256782e+00; 4.9752000000e+04; 1.4593982386e+01; 7.4013333333e+01
1288101300; 0; 3.4483102936e-01; 9.0100000000e+02; 0; 8.8780000000e+03; 2.1146276477e-01; 1.2448187663e+00; 4.9752000000e+04; 1.3417239836e+01; 6.7023333333e+01
1288101600; 0; 5.8391299372e-01; 9.0100000000e+02; 0; 8.8780000000e+03; 5.3048959025e-01; 1.4709993725e+00; 4.9753993333e+04; 1.9653548320e+01; 8.4940000000e+01
1288101900; 0; 1.2922809557e+00; 9.0100000000e+02; 0; 8.8770066667e+03; 1.2361950082e+00; 1.3768744449e+00; 4.9754000000e+04; 1.8325882263e+01; 8.5000000000e+01
1288102200; 0; 1.2267799002e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.0371242680e+00; 1.5922975631e+00; 4.9754983333e+04; 2.1650566723e+01; 1.1548333333e+02
1288102500; 0; 1.0743483726e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.1359800224e+00; 1.3715063973e+00; 4.9756986667e+04; 1.8928647138e+01; 9.2160000000e+01
1288102800; 0; 1.1031333333e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.1168000000e+00; 1.3931777778e+00; 4.9756006667e+04; 1.8161688889e+01; 8.9020000000e+01
1288103100; 0; 1.1596222222e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.0636888889e+00; 1.2079111111e+00; 4.9757986667e+04; 1.7918266667e+01; 9.3966666667e+01
1288103400; 0; 2.5771555556e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 2.5202222222e+00; 1.4285111111e+00; 4.9758993333e+04; 1.8737822222e+01; 9.2013333333e+01
1288103700; 0; 1.5880971576e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 9.8709922481e-01; 1.3823794020e+00; 4.9760986667e+04; 1.7922452787e+01; 8.9020000000e+01
1288104000; 0; 1.8236400404e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.1785634285e+00; 1.4607436749e+00; 4.9761000000e+04; 1.7138299870e+01; 8.0090000000e+01
1288104300; 1; 2.1014850242e+00; 9.0100000000e+02; 1; 8.8770000000e+03; 1.7362706800e+00; 1.3639880342e+00; 4.9761993333e+04; 1.6944580676e+01; 7.8013333333e+01
1288104600; 0; 2.0801555556e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 7.1686666667e-01; 1.7805333333e+00; 4.9761006667e+04; 2.1151755556e+01; 1.0084666667e+02
1288104900; 0; 2.7819555556e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 9.6826666667e-01; 1.6144666667e+00; 4.9763980000e+04; 2.0269444444e+01; 1.0298666667e+02
1288105200; 0; 3.1071208241e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.9174821192e+00; 1.4349718911e+00; 4.9764993333e+04; 1.8113764386e+01; 9.9026666667e+01
1288105500; 0; 3.1504502422e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 1.8698570307e+00; 1.5289156555e+00; 4.9765000000e+04; 2.0381906159e+01; 9.7026666667e+01
1288105800; 0; 1.1103622670e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 9.9917196122e-01; 1.1359791201e+00; 4.9765000000e+04; 1.6171796122e+01; 7.9120000000e+01
1288106100; 0; 1.2920222222e+00; 9.0100000000e+02; 0; 8.8770000000e+03; 9.5691111111e-01; 1.5571555556e+00; 4.9765993333e+04; 2.0338511111e+01; 9.6880000000e+01
1288106400; 0; 1.6708000000e+00; 9.0100000000e+02; 0; 8.8760066667e+03; 6.4542222222e-01; 1.4871555556e+00; 4.9766000000e+04; 1.9654777778e+01; 9.0046666667e+01
1288106700; 0; 1.5740000000e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 1.1002666667e+00; 2.0429333333e+00; 4.9766000000e+04; 2.0888355556e+01; 1.0788000000e+02
1288107000; 0; 2.2190000000e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 8.4506666667e-01; 1.5268222222e+00; 4.9766000000e+04; 1.6979622222e+01; 9.0120000000e+01
1288107300; 0; 7.5982222222e-01; 9.0100000000e+02; 0; 8.8760000000e+03; 1.3631777778e+00; 1.2352666667e+00; 4.9769973333e+04; 1.4360733333e+01; 6.8146666667e+01
1288107600; 0; 1.8857111111e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 8.0708888889e-01; 1.6836444444e+00; 4.9770000000e+04; 1.5899555556e+01; 8.3893333333e+01
1288107900; 0; 1.8900222222e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 9.8875555556e-01; 1.5740888889e+00; 4.9770000000e+04; 1.7681444444e+01; 9.3933333333e+01
1288108200; 0; 9.5957777778e-01; 9.0100000000e+02; 0; 8.8760000000e+03; 1.1456222222e+00; 1.3945333333e+00; 4.9770993333e+04; 1.7938355556e+01; 9.1020000000e+01
1288108500; 0; 1.6940255667e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 1.2501416574e+00; 1.2750413973e+00; 4.9771993333e+04; 1.7265397101e+01; 8.5040000000e+01
1288108800; 0; 2.8996389590e+00; 9.0100000000e+02; 0; 8.8760000000e+03; 8.3196568851e-01; 1.1797181450e+00; 4.9773993333e+04; 1.7103516298e+01; 7.8023333333e+01
