etime;sla2;ews_hits_20_wiki;ews2usage_23_NumberOfGroups;sla1;ews2usage_23_numberOflectures;ews_hits_20_phpbb;ews_hits_20_webdav;ews2usage_23_numberOfUsers;ews_hits_20_ews2;ews2usage_23_login5minutes
1287024000; 0; 2.2296544036e-05; 9.2000000000e+02; 0; 8.7180000000e+03; 2.3277852100e-02; 6.8339650687e-03; 4.8337000000e+04; 8.9855815682e-03; 3.3333333333e-03
1287024300; 0; 0.0000000000e+00; 9.2000000000e+02; 0; 8.7180000000e+03; 7.7777777778e-05; 1.3311111111e-02; 4.8337000000e+04; 6.6666666667e-03; 0.0000000000e+00
1287024600; 0; 2.6577777778e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 0.0000000000e+00; 6.6888888889e-03; 4.8337000000e+04; 6.6666666667e-03; 0.0000000000e+00
1287024900; 0; 8.8888888889e-05; 9.2000000000e+02; 0; 8.7180000000e+03; 0.0000000000e+00; 9.9888888889e-03; 4.8337000000e+04; 2.6600000000e-02; 0.0000000000e+00
1287025200; 0; 6.6444444444e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 0.0000000000e+00; 1.0000000000e-02; 4.8337000000e+04; 6.6533333333e-02; 0.0000000000e+00
1287025500; 0; 2.2222222222e-04; 9.2000000000e+02; 0; 8.7180000000e+03; 0.0000000000e+00; 1.0000000000e-02; 4.8337000000e+04; 6.8666666667e-03; 0.0000000000e+00
1287025800; 0; 0.0000000000e+00; 9.2000000000e+02; 0; 8.7180000000e+03; 0.0000000000e+00; 6.6557032115e-03; 4.8337000000e+04; 9.9557770395e-03; 0.0000000000e+00
1287026100; 0; 3.3221850613e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 3.3221850613e-03; 2.6621777279e-02; 4.8337000000e+04; 1.9939754886e-01; 9.9333333333e-01
1287026400; 0; 1.1148272018e-05; 9.2000000000e+02; 0; 8.7180000000e+03; 1.1148272018e-05; 6.7336306206e-03; 4.8337000000e+04; 1.0635562988e-02; 3.3333333333e-03
1287026700; 0; 3.3222222222e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 3.3222222222e-03; 1.3311111111e-02; 4.8337000000e+04; 1.8940000000e-01; 1.9933333333e+00
1287027000; 0; 1.1111111111e-05; 9.2000000000e+02; 0; 8.7180000000e+03; 1.1111111111e-05; 1.9977777778e-02; 4.8337000000e+04; 2.0661111111e-01; 1.0033333333e+00
1287027300; 0; 3.3111849391e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 3.3111849391e-03; 2.3244961240e-02; 4.8337000000e+04; 1.3313628645e-01; 1.0000000000e+00
1287027600; 0; 2.2148394241e-05; 9.2000000000e+02; 0; 8.7180000000e+03; 2.2148394241e-05; 1.6765964066e-02; 4.8337000000e+04; 2.4141231199e-02; 1.0000000000e+00
1287027900; 0; 2.3255555556e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.7940000000e-01; 1.4291129692e-01; 4.8337000000e+04; 7.4425581568e-01; 3.9900000000e+00
1287028200; 0; 1.0044444444e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 3.0500000000e-02; 5.6955555556e-02; 4.8337000000e+04; 4.1112222222e-01; 2.0066666667e+00
1287028500; 0; 3.3555555556e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 3.4222222222e-03; 2.6766666667e-02; 4.8337000000e+04; 1.3425555556e-01; 1.0033333333e+00
1287028800; 0; 3.3222960502e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 3.3222960502e-03; 6.7112587671e-03; 4.8337000000e+04; 2.5540568475e-01; 1.0000000000e+00
1287029100; 0; 6.6665185169e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 3.3443334556e-03; 6.6886669111e-03; 4.8337000000e+04; 1.3459282881e-01; 1.0000000000e+00
1287029400; 0; 1.3311185433e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.3300037161e-02; 1.6633407655e-02; 4.8337000000e+04; 8.2103481977e-01; 1.9966666667e+00
1287029700; 0; 1.0011111111e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.7944444444e-01; 5.9855555556e-02; 4.8337000000e+04; 5.4758888889e-01; 3.9933333333e+00
1287030000; 0; 1.6644444444e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.7211111111e-02; 3.3422222222e-02; 4.8337000000e+04; 8.3570000000e-01; 2.0066666667e+00
1287030300; 0; 9.9891103728e-03; 9.2000000000e+02; 0; 8.7180000000e+03; 9.9891103728e-03; 5.9712440015e-02; 4.8337000000e+04; 8.6369697305e-01; 3.9933333333e+00
1287030600; 0; 1.0033000367e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.0033000367e-02; 1.0365226280e-02; 4.8337000000e+04; 4.3099827035e-01; 2.0133333333e+00
1287030900; 0; 7.6444555927e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.3292233370e-01; 3.9900111483e-02; 4.8337000000e+04; 1.0977603122e+00; 4.9900000000e+00
1287031200; 0; 2.3511111111e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 4.3633333333e-02; 5.3288888889e-02; 4.8337000000e+04; 1.2860444444e+00; 5.9966666667e+00
1287031500; 0; 1.0044444444e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.0111111111e-02; 2.6755555556e-02; 4.8337000000e+04; 5.3252222222e-01; 2.0133333333e+00
1287031800; 0; 1.6589258029e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 1.4241428571e-01; 9.6113252123e-02; 4.8337000000e+04; 1.2633281285e+00; 4.9900000000e+00
1287032100; 0; 7.9843183443e-02; 9.2000000000e+02; 0; 8.7180000000e+03; 2.2353878006e-01; 1.5014063119e-01; 4.8337000000e+04; 1.0881486831e+00; 6.9866666667e+00
1287032400; 0; 3.0167558528e-02; 9.2000000000e+02; 1; 8.7180000000e+03; 3.0646934225e-02; 1.1677945002e-01; 4.8337000000e+04; 1.8707120773e+00; 7.0000000000e+00
1287032700; 0; 1.0973333333e-01; 9.2000000000e+02; 0; 8.7180000000e+03; 1.0973333333e-01; 6.3511111111e-02; 4.8337000000e+04; 1.8201777778e+00; 6.0033333333e+00
1287033000; 0; 1.3655555556e-02; 9.2000000000e+02; 0; 8.7259733333e+03; 1.3655555556e-02; 8.6588888889e-02; 4.8337000000e+04; 1.3083777778e+00; 4.0066666667e+00
1287033300; 0; 2.9944444444e-02; 9.2000000000e+02; 0; 8.7260000000e+03; 2.6622222222e-02; 9.6633333333e-02; 4.8337996667e+04; 1.7319111111e+00; 5.9933333333e+00
1287033600; 0; 4.3288888889e-02; 9.2000000000e+02; 0; 8.7260000000e+03; 4.3277777778e-02; 1.6311111111e-01; 4.8338996667e+04; 1.8695444444e+00; 6.0000000000e+00
1287033900; 0; 4.3333333333e-02; 9.2000000000e+02; 0; 8.7260000000e+03; 1.2306666667e-01; 1.6333333333e-01; 4.8340993333e+04; 2.0460777778e+00; 1.0983333333e+01
1287034200; 0; 2.1868265042e-01; 9.2000000000e+02; 0; 8.7260000000e+03; 1.0968021410e-01; 1.1974710225e-01; 4.8341000000e+04; 2.3875641934e+00; 1.1000000000e+01
1287034500; 0; 3.4683644633e-02; 9.2000000000e+02; 0; 8.7260000000e+03; 5.7208043052e-02; 1.2704037452e-01; 4.8341000000e+04; 2.7633717412e+00; 1.3980000000e+01
1287034800; 0; 3.3333704942e-02; 9.2000000000e+02; 1; 8.7260000000e+03; 3.3411742847e-02; 1.2002363434e-01; 4.8341000000e+04; 2.5673307321e+00; 1.1010000000e+01
1287035100; 0; 1.2303333333e-01; 9.2000000000e+02; 0; 8.7260000000e+03; 1.9944444444e-01; 2.1634444444e-01; 4.8341000000e+04; 3.1048666667e+00; 1.8973333333e+01
1287035400; 0; 9.6755555556e-02; 9.2000000000e+02; 0; 8.7260000000e+03; 3.4617777778e-01; 2.2663333333e-01; 4.8341000000e+04; 2.7013555556e+00; 1.5013333333e+01
1287035700; 0; 7.4865001846e-01; 9.2000000000e+02; 0; 8.7260000000e+03; 7.7312809155e-02; 1.5638124769e-01; 4.8340003333e+04; 2.1347807309e+00; 1.0016666667e+01
1287036000; 0; 6.8127053264e-02; 9.2000000000e+02; 0; 8.7260000000e+03; 2.8289514328e-01; 3.8309225658e-01; 4.8340993333e+04; 4.5191022122e+00; 1.7946666667e+01
1287036300; 0; 1.5967848384e-01; 9.2099666667e+02; 0; 8.7260000000e+03; 1.1390315868e-01; 2.8034871795e-01; 4.8341996667e+04; 5.7991059457e+00; 1.5010000000e+01
1287036600; 0; 2.7446888889e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 2.0967777778e-01; 3.3647777778e-01; 4.8342000000e+04; 7.1156111111e+00; 2.8953333333e+01
1287036900; 0; 6.5817002584e-01; 9.2100000000e+02; 0; 8.7260000000e+03; 4.5764352159e-01; 4.0839796973e-01; 4.8342996667e+04; 7.2023822813e+00; 3.2986666667e+01
1287037200; 0; 6.1230095149e-01; 9.2100000000e+02; 0; 8.7260000000e+03; 1.8245447172e-01; 4.0138645985e-01; 4.8343000000e+04; 6.3302696697e+00; 2.7040000000e+01
1287037500; 0; 1.0983734671e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 2.3980200669e-01; 3.5017112598e-01; 4.8343996667e+04; 8.0010591602e+00; 2.8993333333e+01
1287037800; 0; 4.6877777778e-01; 9.2100000000e+02; 0; 8.7260000000e+03; 2.9315555556e-01; 4.2641111111e-01; 4.8345993333e+04; 8.2724444444e+00; 3.4980000000e+01
1287038100; 0; 6.5603333333e-01; 9.2100000000e+02; 0; 8.7260000000e+03; 1.4715555556e-01; 2.7384444444e-01; 4.8346000000e+04; 5.9643888889e+00; 2.6030000000e+01
1287038400; 0; 4.5582122554e-01; 9.2100000000e+02; 0; 8.7260000000e+03; 1.5611458103e-01; 4.3136515319e-01; 4.8346996667e+04; 6.5528234404e+00; 3.0983333333e+01
1287038700; 0; 3.6308604170e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 4.0966973707e-01; 5.7429512180e-01; 4.8347000000e+04; 7.7943565299e+00; 3.8946666667e+01
1287039000; 0; 2.7596516908e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 5.1631568190e-01; 4.7035083612e-01; 4.8346003333e+04; 8.4378755853e+00; 3.9000000000e+01
1287039300; 0; 2.8962000000e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 3.9706666667e-01; 4.7996666667e-01; 4.8345003333e+04; 8.1509666667e+00; 3.4016666667e+01
1287039600; 0; 1.5943555556e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 2.7042222222e-01; 3.3382222222e-01; 4.8345000000e+04; 6.1965333333e+00; 3.2006666667e+01
1287039900; 0; 1.7826888889e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 2.4674444444e-01; 4.6954444444e-01; 4.8345000000e+04; 8.2032666667e+00; 3.6983333333e+01
1287040200; 0; 1.2384888889e+00; 9.2199666667e+02; 0; 8.7260000000e+03; 2.7988888889e-01; 3.3711111111e-01; 4.8345996667e+04; 8.6983666667e+00; 4.1983333333e+01
1287040500; 0; 5.6371247693e-01; 9.2100333333e+02; 0; 8.7260000000e+03; 5.6052358804e-01; 5.4746773717e-01; 4.8346996667e+04; 8.8499966777e+00; 4.7980000000e+01
1287040800; 0; 1.0831653008e+00; 9.2100000000e+02; 0; 8.7260000000e+03; 2.8849863418e-01; 7.7183226283e-01; 4.8347000000e+04; 1.1134669989e+01; 4.9986666667e+01
1287041100; 0; 2.1500538090e+00; 9.2100000000e+02; 0; 8.7250066667e+03; 5.1684979562e-01; 7.5929156447e-01; 4.8349980000e+04; 1.1592348941e+01; 5.4966666667e+01
1287041400; 0; 7.2902895217e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 7.9310118261e-01; 6.0516631666e-01; 4.8350000000e+04; 9.8364472939e+00; 4.5033333333e+01
1287041700; 0; 5.7956636555e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 6.6308610836e-01; 6.3524616940e-01; 4.8350993333e+04; 1.0889216028e+01; 5.3940000000e+01
1287042000; 0; 1.0517508733e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 6.2678513564e-01; 7.0975150502e-01; 4.8351000000e+04; 1.1474732181e+01; 5.2006666667e+01
1287042300; 0; 7.2775555556e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 3.7417777778e-01; 7.0335555556e-01; 4.8351000000e+04; 9.5962888889e+00; 5.3993333333e+01
1287042600; 0; 1.2117111111e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 6.3578888889e-01; 8.2625555556e-01; 4.8351996667e+04; 1.3081655556e+01; 6.3966666667e+01
1287042900; 0; 1.0636236250e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 7.7031712809e-01; 7.4114979697e-01; 4.8353993333e+04; 1.3271828276e+01; 6.3003333333e+01
1287043200; 0; 8.3155415282e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 6.4418287191e-01; 6.4729464747e-01; 4.8354000000e+04; 1.2962082835e+01; 6.1013333333e+01
1287043500; 0; 9.1581204013e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 1.1039321442e+00; 7.7838023040e-01; 4.8356980000e+04; 1.2488116834e+01; 6.1993333333e+01
1287043800; 0; 1.2455657376e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 5.3524563359e-01; 1.0623864363e+00; 4.8357996667e+04; 1.2094638722e+01; 5.9010000000e+01
1287044100; 0; 2.3164222222e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 2.5931111111e+00; 9.6366666667e-01; 4.8358996667e+04; 1.7312544444e+01; 8.8900000000e+01
1287044400; 0; 1.3123401993e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 8.0003986711e-01; 7.1511587302e-01; 4.8359996667e+04; 1.7252750055e+01; 7.5046666667e+01
1287044700; 0; 1.9090163224e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 5.0029904036e-01; 6.3929925147e-01; 4.8360000000e+04; 1.3845607470e+01; 6.2086666667e+01
1287045000; 0; 1.7472212560e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 6.2956109253e-01; 5.4032931996e-01; 4.8362990000e+04; 1.3006064697e+01; 5.6020000000e+01
1287045300; 0; 2.5639333333e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 8.1604444444e-01; 7.3601111111e-01; 4.8363996667e+04; 1.7305611111e+01; 8.2910000000e+01
1287045600; 0; 4.5799333333e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 9.1965555556e-01; 1.0821777778e+00; 4.8366990000e+04; 1.6908044444e+01; 8.3996666667e+01
1287045900; 0; 2.1880222222e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 8.6352222222e-01; 7.8765555556e-01; 4.8367996667e+04; 1.4810344444e+01; 7.5030000000e+01
1287046200; 0; 1.0404777778e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 5.9091111111e-01; 6.8367777778e-01; 4.8368996667e+04; 1.1168822222e+01; 6.2043333333e+01
1287046500; 0; 9.3389852344e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 7.7016157254e-01; 5.5524566261e-01; 4.8369996667e+04; 1.3530267516e+01; 5.8013333333e+01
1287046800; 0; 1.2776903654e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 8.7596064969e-01; 9.1094322628e-01; 4.8370000000e+04; 1.4582988040e+01; 6.3960000000e+01
1287047100; 0; 1.9885556299e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 1.6868700855e+00; 8.7317918989e-01; 4.8372980000e+04; 1.6063688071e+01; 7.2940000000e+01
1287047400; 0; 2.3155888146e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 1.9192410256e+00; 6.7732081011e-01; 4.8375990000e+04; 1.5392278595e+01; 7.0010000000e+01
1287047700; 1; 2.4993888889e+00; 9.2100000000e+02; 1; 8.7250000000e+03; 2.4316222222e+00; 7.1653333333e-01; 4.8376996667e+04; 1.5293655556e+01; 7.2990000000e+01
1287048000; 0; 7.4341638981e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 4.6174344777e-01; 6.3813639719e-01; 4.8377000000e+04; 1.4981110668e+01; 6.8016666667e+01
1287048300; 0; 1.7333169435e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 1.1023232189e+00; 7.2276360281e-01; 4.8379980000e+04; 1.5708444887e+01; 7.0980000000e+01
1287048600; 0; 1.7092365663e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 1.2930633965e+00; 9.1177874396e-01; 4.8382980000e+04; 1.5327007507e+01; 7.4973333333e+01
1287048900; 0; 2.0555078781e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 3.6311438127e-01; 9.2994347826e-01; 4.8383996667e+04; 1.5449581382e+01; 6.9020000000e+01
1287049200; 0; 1.0301000000e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 7.6531111111e-01; 7.7385555556e-01; 4.8384000000e+04; 1.3742377778e+01; 7.4980000000e+01
1287049500; 0; 6.8447777778e-01; 9.2100000000e+02; 0; 8.7250000000e+03; 5.4740000000e-01; 6.9360000000e-01; 4.8384996667e+04; 1.3042322222e+01; 7.1013333333e+01
1287049800; 0; 2.0354777778e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 1.7692444444e+00; 5.8702222222e-01; 4.8385000000e+04; 1.6641288889e+01; 7.9970000000e+01
1287050100; 0; 1.4885111111e+00; 9.2100000000e+02; 0; 8.7230066667e+03; 4.7766666667e-01; 7.4613333333e-01; 4.8385000000e+04; 1.6141711111e+01; 7.7010000000e+01
1287050400; 0; 1.5929777778e+00; 9.2100000000e+02; 0; 8.7230000000e+03; 7.6236666667e-01; 6.8354444444e-01; 4.8385000000e+04; 1.6442322222e+01; 8.5970000000e+01
1287050700; 0; 1.8264628276e+00; 9.2100000000e+02; 0; 8.7230000000e+03; 8.8000845330e-01; 1.0055668143e+00; 4.8385996667e+04; 1.6938543116e+01; 8.8990000000e+01
1287051000; 0; 7.9953947636e-01; 9.2100000000e+02; 0; 8.7230000000e+03; 8.2644903462e-01; 8.9373437483e-01; 4.8386993333e+04; 1.9019489846e+01; 1.0688000000e+02
1287051300; 0; 5.4084214047e-01; 9.2100000000e+02; 0; 8.7259900000e+03; 4.8447584541e-01; 8.7339881085e-01; 4.8387996667e+04; 1.8355600372e+01; 8.6070000000e+01
1287051600; 0; 1.2576000000e+00; 9.2100000000e+02; 0; 8.7250033333e+03; 9.5176666667e-01; 8.2017777778e-01; 4.8388996667e+04; 1.8433066667e+01; 7.5036666667e+01
1287051900; 0; 1.6619888889e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 9.8987777778e-01; 8.0671111111e-01; 4.8389996667e+04; 1.8875188889e+01; 8.6960000000e+01
1287052200; 0; 9.3244444444e-01; 9.2100000000e+02; 0; 8.7259966667e+03; 8.8036666667e-01; 1.0624777778e+00; 4.8391993333e+04; 1.8315211111e+01; 8.2016666667e+01
1287052500; 0; 1.2954444444e+00; 9.2100000000e+02; 0; 8.7250033333e+03; 5.1787777778e-01; 3.6898888889e-01; 4.8393993333e+04; 1.8114000000e+01; 9.3960000000e+01
1287052800; 0; 1.3996555556e+00; 9.2100000000e+02; 0; 8.7250000000e+03; 7.3925555556e-01; 8.6500000000e-01; 4.8396990000e+04; 1.5960533333e+01; 7.2073333333e+01
1287053100; 0; 1.9116222222e+00; 9.2100000000e+02; 0; 8.7259966667e+03; 1.8330111111e+00; 9.5636666667e-01; 4.8401983333e+04; 1.6139377778e+01; 7.5986666667e+01
1287053400; 0; 1.3672747877e+00; 9.2100000000e+02; 0; 8.7289900000e+03; 9.0676452566e-01; 4.9655544481e-01; 4.8402000000e+04; 1.3904486600e+01; 6.6033333333e+01
1287053700; 0; 1.0157250636e+00; 9.2100000000e+02; 0; 8.7409200000e+03; 8.8308121942e-01; 1.0464662200e+00; 4.8402000000e+04; 1.8766648963e+01; 9.2820000000e+01
1287054000; 0; 1.5847557042e+00; 9.2100000000e+02; 0; 8.7419966667e+03; 9.1655425492e-01; 9.6694500186e-01; 4.8402000000e+04; 1.6039231104e+01; 7.1073333333e+01
1287054300; 0; 1.8258666667e+00; 9.2100000000e+02; 0; 8.7429966667e+03; 8.5686666667e-01; 8.7696666667e-01; 4.8402000000e+04; 1.4578188889e+01; 6.7013333333e+01
1287054600; 0; 2.1788222222e+00; 9.2100000000e+02; 0; 8.7459900000e+03; 1.0991888889e+00; 1.1324777778e+00; 4.8404990000e+04; 1.8639733333e+01; 8.1950000000e+01
1287054900; 0; 1.5853222222e+00; 9.2100000000e+02; 0; 8.7509833333e+03; 9.9368888889e-01; 1.1632333333e+00; 4.8405996667e+04; 1.6905844444e+01; 7.9010000000e+01
1287055200; 0; 2.1680444444e+00; 9.2100000000e+02; 0; 8.7529933333e+03; 1.1494777778e+00; 6.4838888889e-01; 4.8406996667e+04; 1.6544522222e+01; 6.8036666667e+01
1287055500; 0; 2.4243983389e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 1.5071112957e+00; 9.9882222222e-01; 4.8407000000e+04; 1.6713715873e+01; 7.0990000000e+01
1287055800; 0; 1.6340724527e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 9.4026718815e-01; 1.0631215162e+00; 4.8407000000e+04; 1.7931629240e+01; 8.0933333333e+01
1287056100; 0; 1.4822176913e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 5.7926769557e-01; 1.1227256599e+00; 4.8407000000e+04; 1.4807817050e+01; 8.0003333333e+01
1287056400; 0; 1.6311044938e+00; 9.2100000000e+02; 1; 8.7530000000e+03; 9.1745471246e-01; 8.9450956862e-01; 4.8408986667e+04; 1.4048504020e+01; 7.7020000000e+01
1287056700; 0; 1.2413070234e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 3.7515466369e-01; 9.8303214418e-01; 4.8409000000e+04; 1.2079900483e+01; 5.3080000000e+01
1287057000; 0; 1.8878333333e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 4.3977777778e-01; 9.3350000000e-01; 4.8409000000e+04; 1.3196244444e+01; 6.8946666667e+01
1287057300; 0; 1.4680777778e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 1.9914777778e+00; 8.2370000000e-01; 4.8409000000e+04; 1.4146833333e+01; 7.0993333333e+01
1287057600; 0; 5.8785777778e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 5.9866555556e+00; 1.0592111111e+00; 4.8409996667e+04; 1.6704788889e+01; 7.0003333333e+01
1287057900; 0; 1.6475333333e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 1.4585222222e+00; 1.0367444444e+00; 4.8412990000e+04; 1.6490744444e+01; 7.4983333333e+01
1287058200; 0; 8.8583333333e-01; 9.2100000000e+02; 0; 8.7530000000e+03; 8.2207777778e-01; 8.5062222222e-01; 4.8416986667e+04; 1.4197666667e+01; 6.3040000000e+01
1287058500; 0; 1.8534222222e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 1.4744777778e+00; 1.1955111111e+00; 4.8417996667e+04; 2.0319500000e+01; 9.2900000000e+01
1287058800; 0; 1.0925555556e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 1.2972666667e+00; 1.2697555556e+00; 4.8421986667e+04; 2.3379833333e+01; 9.8980000000e+01
1287059100; 0; 1.8674000000e+00; 9.2100000000e+02; 0; 8.7530000000e+03; 1.7019777778e+00; 1.6819555556e+00; 4.8424990000e+04; 1.8699022222e+01; 9.3020000000e+01
1287059400; 0; 9.8628888889e-01; 9.2100000000e+02; 0; 8.7569866667e+03; 7.9304444444e-01; 1.5371555556e+00; 4.8425000000e+04; 1.4570422222e+01; 8.1040000000e+01
1287059700; 1; 8.7370000000e-01; 9.2100000000e+02; 1; 8.7599900000e+03; 7.5345555556e-01; 9.4863333333e-01; 4.8426993333e+04; 1.4922111111e+01; 6.8043333333e+01
1287060000; 1; 1.5145222222e+00; 9.2100000000e+02; 1; 8.7600000000e+03; 7.0350000000e-01; 1.1127777778e+00; 4.8427996667e+04; 1.7684100000e+01; 8.2950000000e+01
1287060300; 0; 1.5565333333e+00; 9.2100000000e+02; 0; 8.7600000000e+03; 1.0986777778e+00; 1.0668222222e+00; 4.8431986667e+04; 1.8121900000e+01; 8.0010000000e+01
1287060600; 0; 1.6131444444e+00; 9.2100000000e+02; 0; 8.7600000000e+03; 1.3524888889e+00; 9.0387777778e-01; 4.8434990000e+04; 1.8176488889e+01; 8.9966666667e+01
1287060900; 0; 2.7528555556e+00; 9.2100000000e+02; 0; 8.7600000000e+03; 1.3433666667e+00; 1.2820666667e+00; 4.8436993333e+04; 1.8346100000e+01; 8.6013333333e+01
1287061200; 0; 1.0955555556e+00; 9.2100000000e+02; 0; 8.7600000000e+03; 3.9982222222e-01; 1.1637333333e+00; 4.8437996667e+04; 1.4781922222e+01; 7.8026666667e+01
1287061500; 0; 7.6851705426e-01; 9.2100000000e+02; 0; 8.7600000000e+03; 1.6734706165e+00; 9.8398851975e-01; 4.8438000000e+04; 1.8389886711e+01; 6.9030000000e+01
1287061800; 0; 1.3506012289e+00; 9.2100000000e+02; 0; 8.7600000000e+03; 1.1141503794e+00; 9.6998959248e-01; 4.8438000000e+04; 1.8275099131e+01; 8.9860000000e+01
1287062100; 0; 8.0440720823e+00; 9.2100000000e+02; 0; 8.7600000000e+03; 8.2982194987e+00; 1.1356582481e+00; 4.8438996667e+04; 1.8077071412e+01; 8.2026666667e+01
1287062400; 0; 1.2564072934e+00; 9.1901333333e+02; 0; 8.7580133333e+03; 4.2092208432e-01; 9.1120908751e-01; 4.8441980000e+04; 1.6691568499e+01; 8.4980000000e+01
1287062700; 0; 2.2291519535e+00; 9.1900000000e+02; 0; 8.7580000000e+03; 4.8797049597e-01; 1.1453911340e+00; 4.8444990000e+04; 1.9786958633e+01; 8.8986666667e+01
1287063000; 0; 1.4700007778e+00; 9.1900000000e+02; 0; 8.7570066667e+03; 7.6735837806e-01; 1.0142632696e+00; 4.8446986667e+04; 1.7443888636e+01; 8.7013333333e+01
1287063300; 0; 1.4135051654e+00; 9.1900000000e+02; 0; 8.7570000000e+03; 8.5969743590e-01; 9.1034459309e-01; 4.8447996667e+04; 1.7150926979e+01; 7.5040000000e+01
1287063600; 0; 1.8622858619e+00; 9.1900000000e+02; 0; 8.7570000000e+03; 2.0558013289e+00; 1.3506856035e+00; 4.8449993333e+04; 1.8030278516e+01; 9.3936666667e+01
1287063900; 0; 3.3169141381e+00; 9.1900000000e+02; 0; 8.7570000000e+03; 2.5533542267e+00; 1.1381032853e+00; 4.8450000000e+04; 1.6347977039e+01; 8.4066666667e+01
1287064200; 0; 7.8373333333e-01; 9.1900000000e+02; 0; 8.7570000000e+03; 7.3555555556e-01; 1.1466000000e+00; 4.8450993333e+04; 1.6704200000e+01; 8.3006666667e+01
1287064500; 0; 9.0904444444e-01; 9.1900000000e+02; 0; 8.7579933333e+03; 6.6042222222e-01; 1.0340888889e+00; 4.8450006667e+04; 2.0676688889e+01; 9.2933333333e+01
1287064800; 1; 1.3880956522e+00; 9.1900000000e+02; 1; 8.7580000000e+03; 9.8112240803e-01; 1.2394195466e+00; 4.8450993333e+04; 2.1097687774e+01; 9.6973333333e+01
1287065100; 0; 1.6834084453e+00; 9.1900000000e+02; 0; 8.7580000000e+03; 1.0396784779e+00; 1.4378790875e+00; 4.8452993333e+04; 2.0232139542e+01; 1.0198333333e+02
1287065400; 0; 1.9482292359e+00; 9.1900000000e+02; 0; 8.7589933333e+03; 2.0333324474e+00; 1.2313902547e+00; 4.8454986667e+04; 1.8590994906e+01; 9.6040000000e+01
1287065700; 0; 1.6541594203e+00; 9.1900000000e+02; 0; 8.7590000000e+03; 2.4354729097e+00; 9.3176744705e-01; 4.8456986667e+04; 1.6552071795e+01; 8.5073333333e+01
