etime;localhost_mem_swap_4;localhost_mem_buffers_3;localhost_proc_7;localhost_processload_total_29;localhost_traffic_eth0_22;localhost_load_1min_44
1286949900; 4.1566440000e+06; 4.6991133333e+05; 2.4203000000e+02; 7.0933622222e+01; -nan 7.9231754177e+05; 1.6066666667e-01 5.0990000000e-01 5.2993333333e-01
1286950200; 4.1566440000e+06; 4.8227405333e+05; 2.2904333333e+02; 7.4826944444e+01; -nan 3.5507273036e+05; 2.9953333333e-01 5.5983333333e-01 5.5990000000e-01
1286950500; 4.1566440000e+06; 4.1320313333e+05; 2.3099333333e+02; 6.8830100000e+01; -nan 7.1587116156e+04; 1.4053333333e-01 4.8026666667e-01 5.4006666667e-01
1286950800; 4.1566440000e+06; 3.2298097333e+05; 2.6090000000e+02; 7.7188644444e+01; -nan 2.2120560919e+05; 4.0910000000e-01 5.6970000000e-01 5.7986666667e-01
1286951100; 4.1566440000e+06; 2.1874361333e+05; 2.5601666667e+02; 9.3576514027e+01; -nan 1.2748271999e+05; 2.2063333333e-01 5.9990000000e-01 5.9993333333e-01
1286951400; 4.1565724800e+06; 4.3177592000e+05; 2.5500666667e+02; 1.0857861176e+02; -nan 2.0074364240e+05; 1.3060000000e-01 5.6026666667e-01 6.0993333333e-01
1286951700; 4.1565720000e+06; 6.8545237333e+05; 2.5400333333e+02; 8.6215129766e+01; -nan 1.8799123170e+05; 1.9976666667e-01 5.7993333333e-01 6.1996666667e-01
1286952000; 4.1565720000e+06; 5.8666122667e+05; 2.6297000000e+02; 7.7708200000e+01; -nan 1.7321052563e+05; 3.2956666667e-01 5.5010000000e-01 6.1003333333e-01
1286952300; 4.1565720000e+06; 2.4889653333e+05; 3.0386333333e+02; 9.7025300000e+01; -nan 2.2001851006e+05; 3.0010000000e-01 5.5000000000e-01 6.0003333333e-01
1286952600; 4.1565720000e+06; 2.5600445333e+05; 2.7310333333e+02; 1.4999306667e+02; -nan 2.9604714774e+05; 7.2856666667e-01 9.7856666667e-01 8.0930000000e-01
1286952900; 4.1565720000e+06; 4.5977060000e+05; 2.5805000000e+02; 1.1123023333e+02; -nan 1.1507547980e+06; 3.6123333333e-01 7.8066666667e-01 7.9006666667e-01
1286953200; 4.1565720000e+06; 2.7427068000e+05; 2.6697000000e+02; 9.4113477778e+01; -nan 9.6067596936e+05; 2.2046666667e-01 6.9030000000e-01 7.7006666667e-01
1286953500; 4.1565720000e+06; 4.0105389333e+05; 2.5803000000e+02; 1.1438202222e+02; -nan 7.0529667990e+05; 5.9873333333e-01 7.7970000000e-01 7.8993333333e-01
1286953800; 4.1565520667e+06; 5.5873805333e+05; 2.6198666667e+02; 1.1034264064e+02; -nan 4.3139356343e+05; 6.9966666667e-01 8.3980000000e-01 8.2986666667e-01
1286954100; 4.1565440533e+06; 3.0665536000e+05; 2.8683333333e+02; 1.3205485713e+02; -nan 3.8142881363e+05; 8.6886666667e-01 1.0088666667e+00 9.0946666667e-01
1286954400; 4.1565479867e+06; 4.1592089333e+05; 3.0992333333e+02; 1.2849904667e+02; -nan 4.9374575703e+05; 4.5140000000e-01 9.3026666667e-01 9.1996666667e-01
1286954700; 4.1565161067e+06; 6.7249513333e+05; 2.8010000000e+02; 1.1431074444e+02; -nan 5.1343359440e+05; 5.8953333333e-01 8.3033333333e-01 8.9010000000e-01
1286955000; 4.1563924133e+06; 2.6127418667e+05; 3.0790666667e+02; 1.4558295973e+02; -nan 8.3629326164e+05; 1.3076000000e+00 1.1090666667e+00 9.8966666667e-01
1286955300; 4.1563959733e+06; 6.7515304000e+05; 2.8714000000e+02; 1.3675892140e+02; -nan 5.6135112685e+05; 8.8286666667e-01 1.1298666667e+00 1.0396666667e+00
1286955600; 4.1563960000e+06; 8.2776690667e+05; 2.7304666667e+02; 1.6214489666e+02; -nan 5.7634536308e+05; 5.2120000000e-01 1.0502666667e+00 1.0599333333e+00
1286955900; 4.1563960000e+06; 6.8617921333e+05; 2.8396333333e+02; 1.3683244994e+02; -nan 3.9953908852e+05; 5.9973333333e-01 9.8023333333e-01 1.0400666667e+00
1286956200; 4.1563960000e+06; 2.7611293333e+05; 3.2075333333e+02; 1.3176587525e+02; -nan 6.2966982285e+05; 7.4900000000e-01 9.7006666667e-01 1.0300666667e+00
1286956500; 4.1562724133e+06; 4.7555976000e+05; 3.3794333333e+02; 1.8450562028e+02; -nan 4.6449678576e+05; 1.6270666667e+00 1.3487333333e+00 1.1695333333e+00
1286956800; 4.1562720000e+06; 6.7685356000e+05; 3.5087000000e+02; 1.8270786146e+02; -nan 4.4286978867e+05; 1.0162000000e+00 1.3005000000e+00 1.2096000000e+00
1286957100; 4.1562720000e+06; 4.6536210667e+05; 3.5498666667e+02; 2.0691895973e+02; -nan 4.5142881937e+05; 1.4983666667e+00 1.5491666667e+00 1.3395666667e+00
1286957400; 4.1562720000e+06; 3.8428876000e+05; 3.8091333333e+02; 2.3026107420e+02; -nan 5.3246137857e+05; 1.3106333333e+00 1.5799000000e+00 1.4197333333e+00
1286957700; 4.1562640533e+06; 4.1636293333e+05; 3.6212666667e+02; 2.6366301469e+02; -nan 5.7229851157e+05; 1.7768666667e+00 2.0369333333e+00 1.6782666667e+00
1286958000; 4.1562679733e+06; 7.0595786667e+05; 3.6100666667e+02; 2.4626209840e+02; -nan 4.6591887991e+05; 2.1276666667e+00 1.9704666667e+00 1.7396000000e+00
1286958300; 4.1562680000e+06; 8.8358841333e+05; 4.0485333333e+02; 2.6836900160e+02; -nan 4.3552324719e+05; 1.4522666667e+00 2.0198333333e+00 1.8496333333e+00
1286958600; 4.1562680000e+06; 6.3526049333e+05; 3.3423666667e+02; 2.4846016667e+02; -nan 5.3801182020e+05; 1.4898666667e+00 1.9801333333e+00 1.8898666667e+00
1286958900; 4.1562719867e+06; 7.9342025333e+05; 3.5692333333e+02; 2.4676876667e+02; -nan 6.3395090766e+05; 1.9484666667e+00 2.0497666667e+00 1.9498000000e+00
1286959200; 4.1562720000e+06; 6.8611665333e+05; 3.9387666667e+02; 2.7523477778e+02; -nan 5.8779933903e+05; 1.4716000000e+00 2.0101333333e+00 1.9799000000e+00
1286959500; 4.1562720000e+06; 5.1865486667e+05; 3.5513000000e+02; 2.8823018889e+02; -nan 6.1198802823e+05; 1.5896000000e+00 2.0100000000e+00 2.0198666667e+00
1286959800; 4.1562720000e+06; 6.1325773333e+05; 3.8091333333e+02; 2.6640867412e+02; -nan 5.2988819919e+05; 2.4571000000e+00 2.2492000000e+00 2.0997333333e+00
1286960100; 4.1562521333e+06; 1.8533013333e+05; 4.1278666667e+02; 2.5841317032e+02; -nan 7.4306059479e+05; 1.7646666667e+00 2.0513333333e+00 2.0503333333e+00
1286960400; 4.1562520000e+06; 3.4640368000e+05; 3.6830000000e+02; 2.7168980245e+02; -nan 6.6168128252e+05; 1.7997333333e+00 2.0301333333e+00 2.0599333333e+00
1286960700; 4.1562520000e+06; 9.6054569333e+05; 3.4109000000e+02; 2.8239449755e+02; -nan 7.1219768003e+05; 2.0192666667e+00 2.1795000000e+00 2.1098333333e+00
1286961000; 4.1562520000e+06; 1.1084960400e+06; 3.2405666667e+02; 2.2907511111e+02; -nan 3.9953184308e+05; 1.3223333333e+00 1.8112333333e+00 1.9804333333e+00
1286961300; 4.1562599733e+06; 8.3188674667e+05; 3.5988000000e+02; 2.3209928889e+02; -nan 7.9403702210e+05; 1.8083666667e+00 1.8598333333e+00 1.9401333333e+00
1286961600; 4.1562600000e+06; 1.1335679333e+06; 3.1415333333e+02; 2.6140203333e+02; -nan 1.2541762539e+06; 1.8698000000e+00 1.9497000000e+00 1.9699000000e+00
1286961900; 4.1562600000e+06; 5.1516362667e+05; 3.8077666667e+02; 3.0250951111e+02; -nan 7.3973249979e+05; 2.0195000000e+00 2.2988333333e+00 2.1294666667e+00
1286962200; 4.1562600000e+06; 7.0291713333e+05; 3.7402333333e+02; 2.4994625556e+02; -nan 1.1482511487e+06; 1.5515666667e+00 2.0608000000e+00 2.0801666667e+00
1286962500; 4.1562600000e+06; 2.9046556000e+05; 3.6004666667e+02; 2.4323186667e+02; -nan 1.1502885248e+06; 2.1878666667e+00 2.1696333333e+00 2.1099000000e+00
1286962800; 4.1562600000e+06; 3.0589577333e+05; 3.1216000000e+02; 2.2798757778e+02; -nan 1.0901017875e+06; 1.5920000000e+00 1.9407666667e+00 2.0302666667e+00
1286963100; 4.1562600000e+06; 9.6545032000e+05; 3.7578666667e+02; 2.8385963333e+02; -nan 8.3538367014e+05; 2.1680666667e+00 2.1891666667e+00 2.1097333333e+00
1286963400; 4.1562600000e+06; 7.6181642667e+05; 3.7301000000e+02; 2.9335553333e+02; -nan 7.4097115733e+05; 1.9407666667e+00 2.2498000000e+00 2.1598333333e+00
1286963700; 4.1562600000e+06; 7.2339420000e+05; 3.3413000000e+02; 2.5394524444e+02; -nan 6.0686027817e+05; 2.4283666667e+00 2.2599666667e+00 2.1699666667e+00
1286964000; 4.1562600000e+06; 3.7627252000e+05; 3.9280333333e+02; 2.5871693333e+02; -nan 1.0404792793e+06; 1.9316666667e+00 2.1703000000e+00 2.1600333333e+00
1286964300; 4.1562600000e+06; 3.6229885333e+05; 4.0197000000e+02; 2.6776313333e+02; -nan 4.9301765727e+05; 2.2987666667e+00 2.1500666667e+00 2.1400666667e+00
1286964600; 4.1561005333e+06; 2.9655174667e+05; 4.0698333333e+02; 2.7399592222e+02; -nan 7.3583485578e+05; 2.6986666667e+00 2.3892000000e+00 2.2197333333e+00
1286964900; 4.1561000000e+06; 9.6164288000e+05; 3.9205000000e+02; 2.5788782964e+02; -nan 9.7890495589e+05; 2.2016666667e+00 2.2305333333e+00 2.1801333333e+00
1286965200; 4.1561000000e+06; 6.4629536000e+05; 4.2378666667e+02; 2.7342867036e+02; -nan 3.0543923844e+05; 2.0907333333e+00 2.1902666667e+00 2.1700666667e+00
1286965500; 4.1561000000e+06; 1.0703000267e+06; 3.6539333333e+02; 2.6879102490e+02; -nan 9.6612898758e+05; 2.2986000000e+00 2.2595333333e+00 2.1998000000e+00
1286965800; 4.1561000000e+06; 5.1635024000e+05; 4.2081333333e+02; 2.7635127510e+02; -nan 1.1642260462e+06; 2.1903666667e+00 2.2600000000e+00 2.2099666667e+00
1286966100; 4.1559843867e+06; 2.1861753333e+05; 4.2000333333e+02; 3.0214714444e+02; -nan 7.5938604914e+05; 2.8378333333e+00 2.6586666667e+00 2.3993666667e+00
1286966400; 4.1558723733e+06; 3.5962509333e+05; 3.6618000000e+02; 3.1046912222e+02; -nan 1.9826821896e+06; 2.8300333333e+00 2.6998666667e+00 2.4697666667e+00
1286966700; 4.1558720000e+06; 4.5132689333e+05; 3.7098333333e+02; 2.6144405556e+02; -nan 1.1493915104e+06; 2.3516000000e+00 2.4010000000e+00 2.3902666667e+00
1286967000; 4.1558720000e+06; 2.3243168400e+06; 4.0189666667e+02; 3.0513665556e+02; -nan 5.2322815851e+05; 2.3699333333e+00 2.5794000000e+00 2.4697333333e+00
1286967300; 4.1558720000e+06; 2.3194372667e+06; 3.7210000000e+02; 3.2424555131e+02; -nan 8.9111425699e+05; 2.1806333333e+00 2.5202000000e+00 2.4999000000e+00
1286967600; 4.1558759733e+06; 2.6253307733e+06; 4.5444666667e+02; 3.4228932647e+02; -nan 3.1018310125e+05; 2.5078000000e+00 2.8378666667e+00 2.6788000000e+00
1286967900; 4.1558958667e+06; 1.9458977333e+06; 5.4340666667e+02; 2.9079457280e+02; -nan 3.0031536167e+05; 2.3908000000e+00 2.6214666667e+00 2.6402666667e+00
1286968200; 4.1558999867e+06; 2.9135284800e+06; 4.1941666667e+02; 3.1064910498e+02; -nan 4.4170550282e+05; 3.0777000000e+00 2.7695000000e+00 2.6998000000e+00
1286968500; 4.1559000000e+06; 2.1128606933e+06; 4.0704000000e+02; 3.1644750000e+02; -nan 4.3011767392e+05; 2.6315000000e+00 2.7600333333e+00 2.7299000000e+00
1286968800; 4.1559039867e+06; 1.6848026400e+06; 4.7776333333e+02; 3.2678881111e+02; -nan 5.6711957143e+05; 2.2014333333e+00 2.6005333333e+00 2.6901333333e+00
1286969100; 4.1559159600e+06; 4.6327678267e+06; 4.3614000000e+02; 3.0451461111e+02; -nan 4.0668478077e+05; 2.4093000000e+00 2.6000000000e+00 2.6700666667e+00
1286969400; 4.1559359333e+06; 1.9975663733e+06; 5.8849000000e+02; 3.0929044444e+02; -nan 1.0842952379e+06; 1.9914000000e+00 2.2810666667e+00 2.5205000000e+00
1286969700; 4.1559360000e+06; 1.8643758667e+06; 3.8169333333e+02; 3.6742356929e+02; -nan 1.7689929389e+06; 3.0763666667e+00 3.0673666667e+00 2.8090333333e+00
1286970000; 4.1559558667e+06; 3.0689965067e+06; 3.8795333333e+02; 4.0271096464e+02; -nan 6.5616239403e+05; 3.1594666667e+00 2.9508000000e+00 2.8199333333e+00
1286970300; 4.1560317467e+06; 2.1096396000e+06; 3.8600666667e+02; 3.1706389941e+02; -nan 6.2855628476e+05; 2.2729666667e+00 2.6211000000e+00 2.7203333333e+00
1286970600; 4.1560957867e+06; 1.6265807600e+06; 3.9796000000e+02; 2.8619228889e+02; -nan 8.4670692080e+05; 1.8115333333e+00 2.2612000000e+00 2.5406000000e+00
1286970900; 4.1561039733e+06; 7.6066666667e+05; 4.1893000000e+02; 3.3179067652e+02; -nan 6.8801396397e+05; 2.0791000000e+00 2.3596666667e+00 2.5300333333e+00
1286971200; 4.1561040000e+06; 5.2714784000e+05; 3.8522666667e+02; 3.0832241055e+02; -nan 6.9163876295e+05; 1.7422666667e+00 2.1017333333e+00 2.3909333333e+00
1286971500; 4.1561040000e+06; 5.4858313333e+05; 4.1589666667e+02; 2.2364267960e+02; -nan 7.5977959092e+05; 1.0423333333e+00 1.6913666667e+00 2.1707333333e+00
1286971800; 4.1557212800e+06; 2.9113329333e+05; 3.9407333333e+02; 1.7806842038e+02; -nan 1.2057875847e+06; 8.3070000000e-01 1.2415000000e+00 1.8411000000e+00
1286972100; 4.1555888800e+06; 4.2020000000e+05; 4.0790666667e+02; 2.2001512076e+02; -nan 1.2666591277e+06; 5.9160000000e-01 1.1704666667e+00 1.6711333333e+00
1286972400; 4.1555002933e+06; 6.1176224000e+05; 3.9006000000e+02; 1.9477535886e+02; -nan 1.8680916429e+06; 6.8966666667e-01 1.0205000000e+00 1.4806333333e+00
1286972700; 4.1551571467e+06; 2.0934800000e+05; 4.5777333333e+02; 2.7469587697e+02; -nan 1.1221568270e+06; 1.3079333333e+00 1.5681666667e+00 1.6195333333e+00
1286973000; 4.1551560000e+06; 1.0325938133e+06; 3.9144666667e+02; 2.0218742638e+02; -nan 1.3275539647e+06; 3.8620000000e-01 1.1826000000e+00 1.4710000000e+00
1286973300; 4.1551480267e+06; 1.1648362267e+06; 3.6409000000e+02; 1.7063057443e+02; -nan 1.1195287397e+06; 1.1275000000e+00 1.2497666667e+00 1.4301333333e+00
1286973600; 4.1551599600e+06; 3.3528915067e+06; 3.4606000000e+02; 2.1157699365e+02; -nan 8.6898632292e+05; 7.8116666667e-01 1.5888666667e+00 1.5894666667e+00
1286973900; 4.1551600000e+06; 3.5182751467e+06; 3.8474000000e+02; 1.6845421564e+02; -nan 9.6883301908e+05; 8.9920000000e-01 1.3019333333e+00 1.4708000000e+00
1286974200; 4.1551600000e+06; 3.1125724133e+06; 4.5775666667e+02; 1.9967793515e+02; -nan 1.3425773821e+06; 1.2289000000e+00 1.2302333333e+00 1.3902666667e+00
1286974500; 4.1551759467e+06; 3.0268381867e+06; 3.8325000000e+02; 1.9119206667e+02; -nan 1.1711430619e+06; 1.1004333333e+00 1.1901333333e+00 1.3401666667e+00
1286974800; 4.1551760000e+06; 4.2084272533e+06; 4.3183666667e+02; 2.0709671111e+02; -nan 9.3639295919e+05; 9.4053333333e-01 1.2398333333e+00 1.3400000000e+00
1286975100; 4.1551760000e+06; 4.8946142800e+06; 4.0110333333e+02; 2.7942826667e+02; -nan 1.4772000480e+06; 2.0164000000e+00 1.7682333333e+00 1.5493000000e+00
1286975400; 4.1551760000e+06; 5.4446799467e+06; 4.0000333333e+02; 2.2556761111e+02; -nan 1.2189493560e+06; 1.2426000000e+00 1.5308000000e+00 1.5201000000e+00
1286975700; 4.1551760000e+06; 4.9156315200e+06; 3.9501666667e+02; 2.1677878889e+02; -nan 1.0921465441e+06; 8.3136666667e-01 1.2708666667e+00 1.4203333333e+00
1286976000; 4.1551760000e+06; 5.7282642267e+06; 3.5812333333e+02; 2.0357738889e+02; -nan 1.1052798606e+06; 1.1090666667e+00 1.3098666667e+00 1.4100333333e+00
1286976300; 4.1551760000e+06; 4.8666866400e+06; 3.4006000000e+02; 2.2018431111e+02; -nan 8.4338347924e+05; 1.0900666667e+00 1.3498666667e+00 1.4199666667e+00
1286976600; 4.1551760000e+06; 5.1835067333e+06; 3.5893666667e+02; 1.7171562222e+02; -nan 1.2646550650e+06; 7.2123333333e-01 1.1706000000e+00 1.3402666667e+00
1286976900; 4.1551799867e+06; 4.7908528000e+06; 3.8989666667e+02; 2.2329030000e+02; -nan 1.1996551297e+06; 1.2582000000e+00 1.2796333333e+00 1.3400000000e+00
1286977200; 4.1551800000e+06; 4.7565582933e+06; 3.6608000000e+02; 3.2327415795e+02; -nan 1.1446765208e+06; 3.6918666667e+00 2.3065666667e+00 1.7685666667e+00
1286977500; 4.1551800000e+06; 4.0828964800e+06; 3.8487333333e+02; 2.1468753142e+02; -nan 1.6755553708e+06; 9.0873333333e-01 1.6941333333e+00 1.6905333333e+00
1286977800; 4.1551800000e+06; 4.3165514267e+06; 3.7603000000e+02; 1.9754988830e+02; -nan 1.0949616489e+06; 5.4116666667e-01 1.2514666667e+00 1.5305333333e+00
1286978100; 4.1551879467e+06; 6.0587964267e+06; 3.3626666667e+02; 1.7780107046e+02; -nan 1.3943080124e+06; 7.5853333333e-01 1.1010000000e+00 1.4008666667e+00
1286978400; 4.1551880000e+06; 5.7726281733e+06; 4.1772666667e+02; 1.7021492965e+02; -nan 1.5012494361e+06; 7.3010000000e-01 1.1000000000e+00 1.3302333333e+00
1286978700; 4.1551880000e+06; 6.2806496000e+06; 3.8112333333e+02; 1.6772158889e+02; -nan 1.4527635438e+06; 8.7950000000e-01 1.0103000000e+00 1.2403000000e+00
1286979000; 4.1551880000e+06; 6.3178094133e+06; 3.4811000000e+02; 2.5178548889e+02; -nan 1.1869315473e+06; 1.3185333333e+00 1.3588333333e+00 1.3496333333e+00
1286979300; 4.1551919867e+06; 5.8926702667e+06; 3.8388000000e+02; 2.3254369952e+02; -nan 1.2834189526e+06; 9.0140000000e-01 1.3002000000e+00 1.3400333333e+00
1286979600; 4.1551920000e+06; 6.5843284533e+06; 3.7605333333e+02; 1.7299121612e+02; -nan 1.0332191051e+06; 1.0291333333e+00 1.2702000000e+00 1.3201333333e+00
1286979900; 4.1551920000e+06; 6.4487808933e+06; 3.9992000000e+02; 1.9018117324e+02; -nan 1.1108289719e+06; 3.7220000000e-01 1.0407666667e+00 1.2402666667e+00
1286980200; 4.1551920000e+06; 5.8838598000e+06; 4.0099666667e+02; 2.0809030000e+02; -nan 1.1029064669e+06; 8.8826666667e-01 1.1396666667e+00 1.2400000000e+00
1286980500; 4.1551920000e+06; 5.9764161333e+06; 3.7508666667e+02; 1.8013370000e+02; -nan 9.8471011062e+05; 9.8966666667e-01 1.1499666667e+00 1.2300333333e+00
1286980800; 4.1551920000e+06; 5.7287653200e+06; 4.4177666667e+02; 1.8859472222e+02; -nan 1.0366940589e+06; 6.6110000000e-01 1.0702666667e+00 1.1901333333e+00
1286981100; 4.1551959867e+06; 5.5442543200e+06; 4.4299666667e+02; 1.9261664444e+02; -nan 1.3708752165e+06; 8.1946666667e-01 1.0799666667e+00 1.1700666667e+00
1286981400; 4.1551960000e+06; 5.8214389067e+06; 3.7722000000e+02; 2.2459310000e+02; -nan 1.7901631918e+06; 9.6950000000e-01 1.2095666667e+00 1.2198333333e+00
1286981700; 4.1551960000e+06; 5.4284175600e+06; 4.1587000000e+02; 1.9307244444e+02; -nan 1.5304595582e+06; 6.1120000000e-01 1.0605000000e+00 1.1701666667e+00
1286982000; 4.1551960000e+06; 5.8991891067e+06; 3.5520333333e+02; 1.6819285556e+02; -nan 1.3238191711e+06; 5.9006666667e-01 1.0101666667e+00 1.1301333333e+00
1286982300; 4.1551960000e+06; 6.1697404267e+06; 4.0483333333e+02; 1.6019646667e+02; -nan 1.5297230467e+06; 3.3086666667e-01 8.8043333333e-01 1.0702000000e+00
1286982600; 4.1551999867e+06; 5.5959739600e+06; 3.7310666667e+02; 1.7459295869e+02; -nan 1.3583544500e+06; 8.0840000000e-01 9.9960000000e-01 1.0899333333e+00
1286982900; 4.1552000000e+06; 5.3659429333e+06; 4.4849333333e+02; 1.6261250206e+02; -nan 1.1340533406e+06; 7.4046666667e-01 1.1688666667e+00 1.1595333333e+00
1286983200; 4.1552000000e+06; 5.5699605467e+06; 3.3438333333e+02; 1.8545998369e+02; -nan 1.6253744339e+06; 9.1940000000e-01 1.2397666667e+00 1.2098333333e+00
1286983500; 4.1552000000e+06; 4.8521629600e+06; 3.9081000000e+02; 2.0490190000e+02; -nan 1.2510983021e+06; 1.4881000000e+00 1.4194000000e+00 1.2997000000e+00
1286983800; 4.1552000000e+06; 4.7434874267e+06; 3.9797666667e+02; 2.2538836667e+02; -nan 1.5422383891e+06; 1.1910000000e+00 1.5296333333e+00 1.3996666667e+00
1286984100; 4.1552000000e+06; 5.5658922933e+06; 3.2225333333e+02; 2.3216423333e+02; -nan 1.3009210055e+06; 9.9066666667e-01 1.5200333333e+00 1.4498333333e+00
1286984400; 4.1552000000e+06; 5.7530672000e+06; 3.5788000000e+02; 2.2812026667e+02; -nan 1.3312709616e+06; 1.3886666667e+00 1.5698333333e+00 1.4998333333e+00
1286984700; 4.1552000000e+06; 3.5147640267e+06; 3.6896333333e+02; 2.4865883839e+02; -nan 1.1246849792e+06; 1.5893333333e+00 1.9587000000e+00 1.7093000000e+00
1286985000; 4.1552039733e+06; 3.5274128533e+06; 3.6602000000e+02; 1.9182337893e+02; -nan 1.0718867778e+06; 1.1032666667e+00 1.5030666667e+00 1.5808666667e+00
1286985300; 4.1552040000e+06; 4.2485725467e+06; 3.5404000000e+02; 1.8319757157e+02; -nan 1.1524736657e+06; 1.0501666667e+00 1.3305666667e+00 1.4903000000e+00
1286985600; 4.1552079867e+06; 4.5080123733e+06; 3.2908333333e+02; 1.7878466667e+02; -nan 1.1023909693e+06; 1.1995000000e+00 1.2602333333e+00 1.4202333333e+00
1286985900; 4.1552119867e+06; 4.5158646133e+06; 3.3697333333e+02; 1.6129178889e+02; -nan 1.0093324360e+06; 1.0206000000e+00 1.2301000000e+00 1.3701666667e+00
1286986200; 4.1552120000e+06; 4.6608711067e+06; 3.4796333333e+02; 1.9452200000e+02; -nan 1.7688395102e+06; 8.3063333333e-01 1.2599000000e+00 1.3700000000e+00
1286986500; 4.1552239600e+06; 4.6971682267e+06; 3.4899666667e+02; 2.0096216667e+02; -nan 6.6946694032e+05; 2.1755000000e+00 1.6985333333e+00 1.5095333333e+00
1286986800; 4.1552240000e+06; 5.3734186933e+06; 3.3006333333e+02; 2.2883020000e+02; -nan 6.8107291850e+05; 1.3228666667e+00 1.7498333333e+00 1.5997000000e+00
1286987100; 4.1552240000e+06; 4.7914260267e+06; 3.5691000000e+02; 2.3221897778e+02; -nan 1.2053365310e+06; 1.1107000000e+00 1.5706000000e+00 1.5800666667e+00
1286987400; 4.1552240000e+06; 5.1189899333e+06; 3.7793000000e+02; 1.7618411111e+02; -nan 8.5534528622e+05; 8.7080000000e-01 1.3607000000e+00 1.5102333333e+00
1286987700; 4.1552279867e+06; 4.8485481733e+06; 4.0391333333e+02; 2.0178749719e+02; -nan 7.8974938670e+05; 1.1789666667e+00 1.4098333333e+00 1.5000333333e+00
1286988000; 4.1552280000e+06; 5.0119850133e+06; 4.0002666667e+02; 2.0558379604e+02; -nan 1.0391091026e+06; 1.0111333333e+00 1.4100000000e+00 1.5000000000e+00
1286988300; 4.1552280000e+06; 4.9844318400e+06; 4.0099666667e+02; 2.0716423275e+02; -nan 6.1032667357e+05; 1.0299333333e+00 1.3601666667e+00 1.4701000000e+00
1286988600; 4.1552280000e+06; 5.5542470933e+06; 3.3544000000e+02; 1.7153912957e+02; -nan 1.0430989923e+06; 1.2485333333e+00 1.3401333333e+00 1.4302666667e+00
1286988900; 4.1552280000e+06; 5.3830506400e+06; 3.5486666667e+02; 1.9214770792e+02; -nan 1.1515239774e+06; 6.8380000000e-01 1.2009333333e+00 1.3704000000e+00
1286989200; 4.1552280000e+06; 5.1169899067e+06; 3.7294000000e+02; 1.8856578097e+02; -nan 7.7804874602e+05; 1.1683666667e+00 1.3096333333e+00 1.3700000000e+00
1286989500; 4.1552280000e+06; 4.9767022267e+06; 4.0489333333e+02; 2.1470918889e+02; -nan 1.1176515625e+06; 1.4291333333e+00 1.5890666667e+00 1.4696666667e+00
1286989800; 4.1552280000e+06; 4.6001577867e+06; 3.8706000000e+02; 2.0762398889e+02; -nan 9.0809002402e+05; 8.1206666667e-01 1.4106000000e+00 1.4500666667e+00
1286990100; 4.1552280000e+06; 5.2131337067e+06; 3.7603666667e+02; 1.6668018889e+02; -nan 6.2795367073e+05; 1.3083333333e+00 1.4299333333e+00 1.4500000000e+00
1286990400; 4.1552399600e+06; 4.7617126400e+06; 3.7699666667e+02; 1.6484620757e+02; -nan 7.7986667459e+05; 9.5120000000e-01 1.2207000000e+00 1.3603000000e+00
1286990700; 4.1552400000e+06; 4.9568005067e+06; 3.5514666667e+02; 1.6579958348e+02; -nan 9.2117800589e+05; 9.0033333333e-01 1.1902000000e+00 1.3202666667e+00
1286991000; 4.1552400000e+06; 5.0417602667e+06; 3.3905333333e+02; 1.9908868673e+02; -nan 8.2943016273e+05; 1.3485000000e+00 1.4092666667e+00 1.3897666667e+00
1286991300; 4.1552400000e+06; 5.2340657733e+06; 3.4099333333e+02; 1.6685816667e+02; -nan 5.5826688378e+05; 1.3201000000e+00 1.4997000000e+00 1.4398333333e+00
1286991600; 4.1552400000e+06; 4.9092644400e+06; 3.8485333333e+02; 1.8270331111e+02; -nan 6.8837920874e+05; 1.3299666667e+00 1.5000000000e+00 1.4599333333e+00
1286991900; 4.1552400000e+06; 4.5576483333e+06; 3.6905333333e+02; 1.8198265511e+02; -nan 7.0938847946e+05; 1.1207000000e+00 1.3804000000e+00 1.4301000000e+00
1286992200; 4.1552439733e+06; 4.8273619733e+06; 3.2926666667e+02; 1.9745467201e+02; -nan 8.9460073749e+05; 9.9086666667e-01 1.3502000000e+00 1.4200666667e+00
1286992500; 4.1552440000e+06; 4.8734559200e+06; 3.3697333333e+02; 1.9465305065e+02; -nan 6.6458981971e+05; 9.8003333333e-01 1.2902000000e+00 1.3801333333e+00
1286992800; 4.1552479867e+06; 4.7125905067e+06; 3.6092000000e+02; 1.7625151111e+02; -nan 1.4250611410e+06; 1.0896333333e+00 1.2601000000e+00 1.3501000000e+00
1286993100; 4.1552480000e+06; 4.8313530000e+06; 3.2113333333e+02; 1.7348413278e+02; -nan 7.4252911779e+05; 9.7040000000e-01 1.2600000000e+00 1.3400333333e+00
1286993400; 4.1552480000e+06; 4.9526049067e+06; 3.9649333333e+02; 1.8811507833e+02; -nan 7.0073341071e+05; 9.9980000000e-01 1.2997333333e+00 1.3499333333e+00
1286993700; 4.1552480000e+06; 4.4452425600e+06; 4.7845333333e+02; 2.3631053333e+02; -nan 6.9077357513e+05; 1.8840666667e+00 1.7370666667e+00 1.5288000000e+00
1286994000; 4.1552480000e+06; 4.9149765333e+06; 3.3298000000e+02; 1.8775280639e+02; -nan 3.8677885985e+05; 8.2713333333e-01 1.3625333333e+00 1.4306666667e+00
