etime;jboss_16_threads;localhost_processload_jboss_27;jboss_16_vmstk;jboss_16_vmsize;jboss_16_conns;jboss_16_vmrss;jboss_16_vmswap;jboss_16_vmdata
1287510600; 3.1397333333e+02; 1.1669577778e+01; 9.0112000000e+04; 5.0489571738e+09; 0.0000000000e+00; 3.2536266615e+09; 1.7953305122e+09; 5.0007112636e+09
1287510900; 3.0704666667e+02; 5.0712219249e+00; 9.0112000000e+04; 5.0493932339e+09; 0.0000000000e+00; 3.2566010129e+09; 1.7927922210e+09; 5.0011586560e+09
1287511200; 3.0799666667e+02; 2.2218250869e+01; 9.0112000000e+04; 5.0494053990e+09; 0.0000000000e+00; 3.2008092604e+09; 1.8485961387e+09; 5.0011586560e+09
1287511500; 3.0402666667e+02; 3.1610682761e+01; 9.0112000000e+04; 5.0491613184e+09; 0.0000000000e+00; 3.2105664785e+09; 1.8385948399e+09; 5.0011586560e+09
1287511800; 3.0499333333e+02; 3.7964444444e+01; 9.0112000000e+04; 5.0494851755e+09; 0.0000000000e+00; 3.2757607902e+09; 1.7737243853e+09; 5.0011586560e+09
1287512100; 3.0599333333e+02; 3.3385529394e+01; 9.0112000000e+04; 5.0492920627e+09; 0.0000000000e+00; 3.2879157248e+09; 1.7613763379e+09; 5.0011586560e+09
1287512400; 3.1297666667e+02; 2.0343515050e+01; 9.0112000000e+04; 5.0491601169e+09; 0.0000000000e+00; 3.2958814618e+09; 1.7532786551e+09; 5.0011586560e+09
1287512700; 3.1698666667e+02; 5.9198048246e+00; 9.0112000000e+04; 5.0492617387e+09; 0.0000000000e+00; 3.2535004228e+09; 1.7957613158e+09; 5.0011586560e+09
1287513000; 3.0716666667e+02; 3.1342357160e+00; 9.0112000000e+04; 5.0492902741e+09; 0.0000000000e+00; 3.2720835243e+09; 1.7772067499e+09; 5.0011586560e+09
1287513300; 3.0999000000e+02; 3.1393625602e+00; 9.0112000000e+04; 5.0489355878e+09; 0.0000000000e+00; 3.2721559552e+09; 1.7767796326e+09; 5.0011586560e+09
1287513600; 3.0702000000e+02; 3.4933285788e+01; 9.0112000000e+04; 5.0492883763e+09; 0.0000000000e+00; 3.3226476203e+09; 1.7266407561e+09; 5.0011586560e+09
1287513900; 3.1097333333e+02; 2.2787267922e+01; 9.0112000000e+04; 5.0491605538e+09; 0.0000000000e+00; 3.2728195072e+09; 1.7763410466e+09; 5.0011586560e+09
1287514200; 3.1298000000e+02; 6.0383431894e+00; 9.0112000000e+04; 5.0491596800e+09; 0.0000000000e+00; 3.2760188109e+09; 1.7731408691e+09; 5.0011586560e+09
1287514500; 3.1102000000e+02; 3.3682709030e-01; 9.0112000000e+04; 5.0494029824e+09; 0.0000000000e+00; 3.2762532250e+09; 1.7731497574e+09; 5.0011586560e+09
1287514800; 3.1497333333e+02; 7.5998861547e+00; 9.0112000000e+04; 5.0490392576e+09; 0.0000000000e+00; 3.2761209651e+09; 1.7729182925e+09; 5.0011586560e+09
1287515100; 3.1006666667e+02; 3.9651150635e+01; 9.0112000000e+04; 5.0491580416e+09; 0.0000000000e+00; 3.2762615125e+09; 1.7728965291e+09; 5.0011586560e+09
1287515400; 3.1495000000e+02; 1.5663882478e+01; 9.0112000000e+04; 5.0492732211e+09; 0.0000000000e+00; 3.2764742861e+09; 1.7727989350e+09; 5.0011586560e+09
1287515700; 3.0910000000e+02; 2.2680873908e+01; 9.0112000000e+04; 5.0491897856e+09; 0.0000000000e+00; 3.2262828032e+09; 1.8229069824e+09; 5.0011586560e+09
1287516000; 3.0998000000e+02; 1.2949435439e+01; 9.0112000000e+04; 5.0491321549e+09; 0.0000000000e+00; 3.2220361523e+09; 1.8270960026e+09; 5.0011586560e+09
1287516300; 3.1296000000e+02; 1.0591436663e+01; 9.0112000000e+04; 5.0494017809e+09; 0.0000000000e+00; 3.2222699520e+09; 1.8271318289e+09; 5.0011586560e+09
1287516600; 3.1898000000e+02; 1.7445625674e+01; 9.0112000000e+04; 5.0489359701e+09; 0.0000000000e+00; 3.2219515426e+09; 1.8269844275e+09; 5.0011586560e+09
1287516900; 3.1308000000e+02; 4.6245353770e+01; 9.0112000000e+04; 5.0490637244e+09; 0.0000000000e+00; 3.2219949193e+09; 1.8270688051e+09; 5.0011586560e+09
1287517200; 3.0902666667e+02; 3.8618155581e+01; 9.0112000000e+04; 5.0492892501e+09; 0.0000000000e+00; 3.2226058240e+09; 1.8266834261e+09; 5.0011586560e+09
1287517500; 3.1391666667e+02; 4.2177955221e+01; 9.0112000000e+04; 5.0491336704e+09; 0.0000000000e+00; 3.2225293653e+09; 1.8266043051e+09; 5.0011586560e+09
1287517800; 3.1106000000e+02; 5.0407133046e+01; 9.0112000000e+04; 5.0490667827e+09; 0.0000000000e+00; 3.2224035635e+09; 1.8266632192e+09; 5.0011586560e+09
1287518100; 3.1790666667e+02; 5.1047471433e+01; 9.0112000000e+04; 5.0494009071e+09; 0.0000000000e+00; 3.2228819490e+09; 1.8265189581e+09; 5.0011586560e+09
1287518400; 3.1301666667e+02; 3.7769594585e+01; 9.0112000000e+04; 5.0493931930e+09; 0.0000000000e+00; 3.2228027187e+09; 1.8265904742e+09; 5.0011586560e+09
1287518700; 3.1300000000e+02; 3.1567218211e+01; 9.0112000000e+04; 5.0493647667e+09; 0.0000000000e+00; 3.2227862118e+09; 1.8265785549e+09; 5.0011586560e+09
1287519000; 3.1101333333e+02; 3.3365000332e+01; 9.0112000000e+04; 5.0491691827e+09; 0.0000000000e+00; 3.2225337890e+09; 1.8266353937e+09; 5.0011586560e+09
1287519300; 3.1001333333e+02; 4.6861122001e+01; 9.0112000000e+04; 5.0492608239e+09; 0.0000000000e+00; 3.2226856687e+09; 1.8265751552e+09; 5.0011586560e+09
1287519600; 3.1394666667e+02; 1.6158967040e+01; 9.0112000000e+04; 5.0494035285e+09; 0.0000000000e+00; 3.2229342686e+09; 1.8264692599e+09; 5.0011586560e+09
1287519900; 3.1002666667e+02; 2.5763862394e+01; 9.0112000000e+04; 5.0490962193e+09; 0.0000000000e+00; 3.2226039671e+09; 1.8264922522e+09; 5.0011586560e+09
1287520200; 3.1000000000e+02; 4.6167050670e+01; 9.0112000000e+04; 5.0491588062e+09; 0.0000000000e+00; 3.2227270110e+09; 1.8264317952e+09; 5.0011586560e+09
1287520500; 3.1295000000e+02; 2.7178840851e+01; 9.0112000000e+04; 5.0492724565e+09; 0.0000000000e+00; 3.2228495360e+09; 1.8264229205e+09; 5.0011586560e+09
1287520800; 3.1003000000e+02; 3.8918255931e+01; 9.0112000000e+04; 5.0492743680e+09; 0.0000000000e+00; 3.2227826483e+09; 1.8264917197e+09; 5.0011586560e+09
1287521100; 3.1000000000e+02; 7.6906622954e+00; 9.0112000000e+04; 5.0489366665e+09; 0.0000000000e+00; 3.2224483191e+09; 1.8264883473e+09; 5.0011586560e+09
1287521400; 3.0902000000e+02; 5.5925782361e+00; 9.0112000000e+04; 5.0489344000e+09; 0.0000000000e+00; 3.2224460800e+09; 1.8264883200e+09; 5.0011586560e+09
1287521700; 3.1098666667e+02; 2.9147235940e+00; 9.0112000000e+04; 5.0492721015e+09; 0.0000000000e+00; 3.2228854989e+09; 1.8263866027e+09; 5.0011586560e+09
1287522000; 3.0902000000e+02; 6.5577076412e+00; 9.0112000000e+04; 5.0493919642e+09; 0.0000000000e+00; 3.2229938790e+09; 1.8263980851e+09; 5.0011586560e+09
1287522300; 3.1097333333e+02; 2.8578073090e+00; 9.0112000000e+04; 5.0492759518e+09; 0.0000000000e+00; 3.2229302818e+09; 1.8263456700e+09; 5.0011586560e+09
1287522600; 3.0805000000e+02; 3.4145739417e-01; 9.0112000000e+04; 5.0490890923e+09; 0.0000000000e+00; 3.2234328747e+09; 1.8256562176e+09; 5.0011586560e+09
1287522900; 3.0899333333e+02; 8.8043079864e+00; 9.0112000000e+04; 5.0491591885e+09; 0.0000000000e+00; 3.2227578675e+09; 1.8264013210e+09; 5.0011586560e+09
1287523200; 3.1096666667e+02; 4.2487097703e-01; 9.0112000000e+04; 5.0493892608e+09; 0.0000000000e+00; 3.2230593877e+09; 1.8263298731e+09; 5.0011586560e+09
1287523500; 3.0902000000e+02; 5.1271845750e-01; 9.0112000000e+04; 5.0490890240e+09; 0.0000000000e+00; 3.2226996224e+09; 1.8263894016e+09; 5.0011586560e+09
1287523800; 3.0900000000e+02; 2.6744252714e-01; 9.0112000000e+04; 5.0489638912e+09; 0.0000000000e+00; 3.2225738752e+09; 1.8263900160e+09; 5.0011586560e+09
1287524100; 3.0801000000e+02; 2.8880398671e-01; 9.0112000000e+04; 5.0488616960e+09; 0.0000000000e+00; 3.2224514048e+09; 1.8264102912e+09; 5.0011586560e+09
1287524400; 3.0898666667e+02; 2.9837864805e+00; 9.0112000000e+04; 5.0491274035e+09; 0.0000000000e+00; 3.2227936939e+09; 1.8263337097e+09; 5.0011586560e+09
1287524700; 3.0501333333e+02; 2.6334566790e-01; 9.0112000000e+04; 5.0491595844e+09; 0.0000000000e+00; 3.2228718182e+09; 1.8262877662e+09; 5.0011586560e+09
1287525000; 3.0796000000e+02; 4.6383278328e-01; 9.0112000000e+04; 5.0494021632e+09; 0.0000000000e+00; 3.2231711266e+09; 1.8262310366e+09; 5.0011586560e+09
1287525300; 3.0701333333e+02; 2.5371386102e-01; 9.0112000000e+04; 5.0488679356e+09; 0.0000000000e+00; 3.2226295808e+09; 1.8262383548e+09; 5.0011586560e+09
1287525900; 3.0602666667e+02; 5.0873658596e+00; 9.0112000000e+04; 5.0488634300e+09; 0.0000000000e+00; 3.2226620211e+09; 1.8262014089e+09; 5.0011586560e+09
1287526200; 3.1194000000e+02; 3.1607895643e-01; 9.0112000000e+04; 5.0492580659e+09; 0.0000000000e+00; 3.2227847782e+09; 1.8264732877e+09; 5.0011586560e+09
1287526500; 3.0902000000e+02; 1.1176281680e+00; 9.0112000000e+04; 5.0490871262e+09; 0.0000000000e+00; 3.2225988881e+09; 1.8264882381e+09; 5.0011586560e+09
1287526800; 3.0999333333e+02; 2.9693701251e-01; 9.0112000000e+04; 5.0488621739e+09; 0.0000000000e+00; 3.2226708685e+09; 1.8261913054e+09; 5.0011586560e+09
1287527100; 3.0704000000e+02; 6.9304176482e+00; 9.0112000000e+04; 5.0491274035e+09; 0.0000000000e+00; 3.2228936363e+09; 1.8262337673e+09; 5.0011586560e+09
1287527400; 3.0600666667e+02; 2.9215470317e+00; 9.0112000000e+04; 5.0492001758e+09; 0.0000000000e+00; 3.2229698765e+09; 1.8262302993e+09; 5.0011586560e+09
1287527700; 3.0600000000e+02; 2.8286975717e+00; 9.0112000000e+04; 5.0489945293e+09; 0.0000000000e+00; 3.2227561745e+09; 1.8262383548e+09; 5.0011586560e+09
1287528000; 3.0502000000e+02; 6.1054076427e+00; 9.0112000000e+04; 5.0488632934e+09; 0.0000000000e+00; 3.2226007450e+09; 1.8262625485e+09; 5.0011586560e+09
1287528300; 3.0698666667e+02; 5.6741796432e-01; 9.0112000000e+04; 5.0492594039e+09; 0.0000000000e+00; 3.2230777378e+09; 1.8261816661e+09; 5.0011586560e+09
1287528600; 3.0798666667e+02; 2.7765487608e-01; 9.0112000000e+04; 5.0488660241e+09; 0.0000000000e+00; 3.2226364075e+09; 1.8262296166e+09; 5.0011586560e+09
1287528900; 3.0602000000e+02; 2.6257636196e-01; 9.0112000000e+04; 5.0490350387e+09; 0.0000000000e+00; 3.2227317760e+09; 1.8263032627e+09; 5.0011586560e+09
1287529200; 3.0896000000e+02; 2.8868217054e-01; 9.0112000000e+04; 5.0491297519e+09; 0.0000000000e+00; 3.2228904141e+09; 1.8262393378e+09; 5.0011586560e+09
1287529500; 3.0408333333e+02; 2.7962086722e-01; 9.0112000000e+04; 5.0488651776e+09; 0.0000000000e+00; 3.2225501867e+09; 1.8263149909e+09; 5.0011586560e+09
1287529800; 3.0499333333e+02; 2.8237248826e-01; 9.0112000000e+04; 5.0491861675e+09; 0.0000000000e+00; 3.2229268412e+09; 1.8262593263e+09; 5.0011586560e+09
1287530100; 3.2183000000e+02; 8.8570916617e-01; 9.0112000000e+04; 5.0490707558e+09; 0.0000000000e+00; 3.2226942157e+09; 1.8263765402e+09; 5.0011586560e+09
1287530400; 3.3854666667e+02; 2.9906761605e-01; 9.0112000000e+04; 5.0519400448e+09; 0.0000000000e+00; 3.2229549670e+09; 1.8289850778e+09; 5.0042324582e+09
1287530700; 3.5473333333e+02; 2.8945005612e-01; 9.0112000000e+04; 5.0741631659e+09; 0.0000000000e+00; 3.2238925824e+09; 1.8502705835e+09; 5.0260543488e+09
1287531000; 3.5698666667e+02; 2.4619271035e-01; 9.0112000000e+04; 5.0741275580e+09; 0.0000000000e+00; 3.2239490389e+09; 1.8501785190e+09; 5.0264227840e+09
1287531300; 3.7653333333e+02; 2.6970166888e-01; 9.0112000000e+04; 5.0887383586e+09; 0.0000000000e+00; 3.2246373854e+09; 1.8641009732e+09; 5.0408163191e+09
1287531600; 3.6710000000e+02; 2.9615547143e-01; 9.0112000000e+04; 5.0943995904e+09; 0.0000000000e+00; 3.2248444109e+09; 1.8695551795e+09; 5.0463709184e+09
1287531900; 3.6120000000e+02; 2.9073642046e-01; 9.0112000000e+04; 5.0943978155e+09; 0.0000000000e+00; 3.2356913152e+09; 1.8587065003e+09; 5.0464235520e+09
1287532200; 3.6394000000e+02; 2.6801816867e-01; 9.0112000000e+04; 5.0941309747e+09; 0.0000000000e+00; 3.2323763405e+09; 1.8617546342e+09; 5.0464235520e+09
1287532500; 3.7776666667e+02; 2.5434929781e-01; 9.0112000000e+04; 5.0953540267e+09; 0.0000000000e+00; 3.2347861675e+09; 1.8605678592e+09; 5.0474586795e+09
1287532800; 3.7800000000e+02; 2.5093486976e-01; 9.0112000000e+04; 5.0954107290e+09; 0.0000000000e+00; 3.2341306027e+09; 1.8612801263e+09; 5.0474762240e+09
1287533100; 3.6513000000e+02; 2.8908742194e-01; 9.0112000000e+04; 5.0951805747e+09; 0.0000000000e+00; 3.2334464614e+09; 1.8617341133e+09; 5.0474762240e+09
1287533400; 3.7965000000e+02; 2.7731744903e-01; 9.0112000000e+04; 5.0972344593e+09; 0.0000000000e+00; 3.2340478089e+09; 1.8631866505e+09; 5.0495324433e+09
1287533700; 3.8000000000e+02; 6.8013869132e-01; 9.0112000000e+04; 5.0973565747e+09; 0.0000000000e+00; 3.2342894182e+09; 1.8630671565e+09; 5.0495815680e+09
1287534000; 3.7707000000e+02; 2.7590122170e+00; 9.0112000000e+04; 5.0975493325e+09; 0.0000000000e+00; 3.2342717099e+09; 1.8632776226e+09; 5.0495815680e+09
1287534300; 3.7023333333e+02; 3.4265890996e-01; 9.0112000000e+04; 5.0975657984e+09; 0.0000000000e+00; 3.2357283157e+09; 1.8618374827e+09; 5.0495815680e+09
1287534600; 3.5623333333e+02; 4.4464170899e-01; 9.0112000000e+04; 5.0972882944e+09; 0.0000000000e+00; 3.2338653867e+09; 1.8634229077e+09; 5.0495815680e+09
1287534900; 3.6295333333e+02; 2.5294183667e-01; 9.0112000000e+04; 5.0972835840e+09; 0.0000000000e+00; 3.2340974251e+09; 1.8631861589e+09; 5.0495815680e+09
1287535200; 3.7176000000e+02; 2.6454688424e-01; 9.0112000000e+04; 5.0972835840e+09; 0.0000000000e+00; 3.2357696580e+09; 1.8615139260e+09; 5.0495815680e+09
1287535500; 3.6620000000e+02; 2.6983002208e-01; 9.0112000000e+04; 5.0974736384e+09; 0.0000000000e+00; 3.2360925867e+09; 1.8613810517e+09; 5.0495815680e+09
1287535800; 3.8050000000e+02; 2.4654266212e-01; 9.0112000000e+04; 5.0972901376e+09; 0.0000000000e+00; 3.2360546304e+09; 1.8612355072e+09; 5.0495815680e+09
1287536100; 3.9090000000e+02; 2.4120331859e-01; 9.0112000000e+04; 5.1045786010e+09; 0.0000000000e+00; 3.2358786253e+09; 1.8686999757e+09; 5.0568765850e+09
1287536400; 3.9576666667e+02; 2.6655345432e-01; 9.0112000000e+04; 5.1087367646e+09; 0.0000000000e+00; 3.2361736329e+09; 1.8725631317e+09; 5.0609644612e+09
1287536700; 3.9212000000e+02; 2.2578900035e-01; 9.0112000000e+04; 5.1109788877e+09; 0.0000000000e+00; 3.2361086976e+09; 1.8748701901e+09; 5.0632031437e+09
1287537000; 3.9200000000e+02; 2.5377584258e-01; 9.0112000000e+04; 5.1109690573e+09; 0.0000000000e+00; 3.2360129741e+09; 1.8749560832e+09; 5.0632663040e+09
1287537300; 3.6300000000e+02; 9.1025876455e-01; 9.0112000000e+04; 5.1109683200e+09; 0.0000000000e+00; 3.2416542720e+09; 1.8693140480e+09; 5.0632663040e+09
1287537600; 3.6394666667e+02; 2.8855588726e-01; 9.0112000000e+04; 5.1109683200e+09; 0.0000000000e+00; 3.2360680107e+09; 1.8749003093e+09; 5.0632663040e+09
1287537900; 3.6009333333e+02; 2.6455835837e-01; 9.0112000000e+04; 5.1109683200e+09; 0.0000000000e+00; 3.2357976201e+09; 1.8751706999e+09; 5.0632663040e+09
1287538200; 3.6397333333e+02; 2.7859331296e-01; 9.0112000000e+04; 5.1109683200e+09; 0.0000000000e+00; 3.2404698726e+09; 1.8704984474e+09; 5.0632663040e+09
1287538500; 3.6302333333e+02; 2.6759184115e-01; 9.0112000000e+04; 5.1109683200e+09; 0.0000000000e+00; 3.2360287710e+09; 1.8749395490e+09; 5.0632663040e+09
1287538800; 3.6493333333e+02; 2.4156625832e-01; 9.0112000000e+04; 5.1089331541e+09; 0.0000000000e+00; 3.2380798293e+09; 1.8708533248e+09; 5.0612311381e+09
1287539100; 3.6106666667e+02; 2.6039193750e-01; 9.0112000000e+04; 5.1090563072e+09; 0.0000000000e+00; 3.2359430144e+09; 1.8731132928e+09; 5.0611609600e+09
1287539400; 3.6100000000e+02; 2.6849464538e-01; 9.0112000000e+04; 5.1088682189e+09; 0.0000000000e+00; 3.2357620122e+09; 1.8731062067e+09; 5.0611609600e+09
1287539700; 3.6100000000e+02; 2.9452869006e-01; 9.0112000000e+04; 5.1090379298e+09; 0.0000000000e+00; 3.2358842095e+09; 1.8731537203e+09; 5.0611609600e+09
1287540000; 3.5705333333e+02; 2.8071703859e-01; 9.0112000000e+04; 5.1078994330e+09; 0.0000000000e+00; 3.2357436075e+09; 1.8721558255e+09; 5.0601223236e+09
1287540300; 3.5016333333e+02; 2.6546064338e-01; 9.0112000000e+04; 5.1017153741e+09; 0.0000000000e+00; 3.2355256730e+09; 1.8661897011e+09; 5.0539396301e+09
1287540600; 3.3525000000e+02; 2.5596873212e-01; 9.0112000000e+04; 5.0859685888e+09; 0.0000000000e+00; 3.2347552427e+09; 1.8512133461e+09; 5.0382653440e+09
1287540900; 3.3990000000e+02; 6.4968003746e-01; 9.0112000000e+04; 5.0547556352e+09; 0.0000000000e+00; 3.2339876250e+09; 1.8207680102e+09; 5.0070536192e+09
1287541200; 3.3112000000e+02; 2.8320666104e-01; 9.0112000000e+04; 5.0543463083e+09; 0.0000000000e+00; 3.2343804041e+09; 1.8199659042e+09; 5.0064220160e+09
1287541500; 3.2218000000e+02; 2.5963698798e-01; 9.0112000000e+04; 5.0541285376e+09; 0.0000000000e+00; 3.2340005683e+09; 1.8201279693e+09; 5.0064220160e+09
1287541800; 3.1606000000e+02; 2.7288864522e-01; 9.0112000000e+04; 5.0541240320e+09; 0.0000000000e+00; 3.2335588147e+09; 1.8205652173e+09; 5.0064220160e+09
1287542100; 3.0525666667e+02; 2.8778304341e-01; 9.0112000000e+04; 5.0510397030e+09; 0.0000000000e+00; 3.2334184175e+09; 1.8176212855e+09; 5.0033376870e+09
1287542400; 3.0400666667e+02; 1.9396534840e-01; 9.0112000000e+04; 5.0510962142e+09; 0.0000000000e+00; 3.2335575723e+09; 1.8175386419e+09; 5.0032640000e+09
1287542700; 3.0400000000e+02; 1.9995555556e-01; 9.0112000000e+04; 5.0511703245e+09; 0.0000000000e+00; 3.2337660314e+09; 1.8174042931e+09; 5.0032640000e+09
1287543000; 3.0201333333e+02; 2.0662222222e-01; 9.0112000000e+04; 5.0480338534e+09; 0.0000000000e+00; 3.2336575693e+09; 1.8143762842e+09; 5.0001270374e+09
1287543300; 3.0200000000e+02; 2.3646666667e-01; 9.0112000000e+04; 5.0478093653e+09; 0.0000000000e+00; 3.2334045730e+09; 1.8144047923e+09; 5.0001059840e+09
1287543600; 3.0001333333e+02; 1.9362222222e-01; 9.0112000000e+04; 5.0478080000e+09; 0.0000000000e+00; 3.2333906739e+09; 1.8144173261e+09; 5.0001059840e+09
1287543900; 3.0000000000e+02; 2.0061999257e-01; 9.0112000000e+04; 5.0478080000e+09; 0.0000000000e+00; 3.2333865233e+09; 1.8144214767e+09; 5.0001059840e+09
1287544200; 3.0000000000e+02; 2.0996889632e-01; 9.0112000000e+04; 5.0467588369e+09; 0.0000000000e+00; 3.2333660843e+09; 1.8133927526e+09; 4.9990568209e+09
1287544500; 3.0000000000e+02; 6.0333565891e-01; 9.0112000000e+04; 5.0467553280e+09; 0.0000000000e+00; 3.2333537690e+09; 1.8134015590e+09; 4.9990533120e+09
1287544800; 3.0099333333e+02; 1.9938656331e-01; 9.0112000000e+04; 5.0468855262e+09; 0.0000000000e+00; 3.2335002010e+09; 1.8133853252e+09; 4.9990533120e+09
1287545100; 3.0100000000e+02; 2.0660000000e-01; 9.0112000000e+04; 5.0468864000e+09; 0.0000000000e+00; 3.2335011840e+09; 1.8133852160e+09; 4.9990533120e+09
1287545400; 3.0100000000e+02; 1.9673333333e-01; 9.0112000000e+04; 5.0468864000e+09; 0.0000000000e+00; 3.2334930466e+09; 1.8133933534e+09; 4.9990533120e+09
1287545700; 3.0000666667e+02; 1.9335555556e-01; 9.0112000000e+04; 5.0467562018e+09; 0.0000000000e+00; 3.2333546564e+09; 1.8134015454e+09; 4.9990533120e+09
1287546000; 3.0099333333e+02; 1.9333333333e-01; 9.0112000000e+04; 5.0468855262e+09; 0.0000000000e+00; 3.2334920636e+09; 1.8133934626e+09; 4.9990533120e+09
1287546300; 3.0398000000e+02; 1.9664444444e-01; 9.0112000000e+04; 5.0468864000e+09; 0.0000000000e+00; 3.2335540224e+09; 1.8133323776e+09; 4.9990533120e+09
1287546600; 3.0201333333e+02; 2.0728658491e-01; 9.0112000000e+04; 5.0470532164e+09; 0.0000000000e+00; 3.2336764928e+09; 1.8133767236e+09; 4.9990533120e+09
1287546900; 3.0000666667e+02; 2.1850576240e-01; 9.0112000000e+04; 5.0468869598e+09; 0.0000000000e+00; 3.2334936064e+09; 1.8133933534e+09; 4.9990533120e+09
1287547200; 3.0198000000e+02; 2.0815858483e-01; 9.0112000000e+04; 5.0468864000e+09; 0.0000000000e+00; 3.2335375974e+09; 1.8133488026e+09; 4.9990533120e+09
1287547500; 3.0200000000e+02; 1.9338240119e-01; 9.0112000000e+04; 5.0471680819e+09; 0.0000000000e+00; 3.2338278946e+09; 1.8133401873e+09; 4.9990533120e+09
1287547800; 3.0200000000e+02; 2.0593791067e-01; 9.0112000000e+04; 5.0468873421e+09; 0.0000000000e+00; 3.2335267703e+09; 1.8133605717e+09; 4.9990533120e+09
1287548100; 3.0398666667e+02; 6.1723986711e-01; 9.0112000000e+04; 5.0471671398e+09; 0.0000000000e+00; 3.2338715989e+09; 1.8132955409e+09; 4.9990533120e+09
1287548400; 3.0300666667e+02; 2.0280000000e-01; 9.0112000000e+04; 5.0472870161e+09; 0.0000000000e+00; 3.2339634313e+09; 1.8133235849e+09; 4.9990533120e+09
1287548700; 3.0598000000e+02; 2.3555333333e+00; 9.0112000000e+04; 5.0473000141e+09; 0.0000000000e+00; 3.2339803068e+09; 1.8133197073e+09; 4.9990533120e+09
1287549000; 3.0302000000e+02; 2.8434888889e+00; 9.0112000000e+04; 5.0469827379e+09; 0.0000000000e+00; 3.2336589892e+09; 1.8133237487e+09; 4.9990533120e+09
1287549300; 3.0598000000e+02; 4.3425091044e-01; 9.0112000000e+04; 5.0472979661e+09; 0.0000000000e+00; 3.2341043883e+09; 1.8131935778e+09; 4.9990533120e+09
1287549600; 3.0101666667e+02; 2.2398242289e-01; 9.0112000000e+04; 5.0469612612e+09; 0.0000000000e+00; 3.2336501692e+09; 1.8133110921e+09; 4.9990533120e+09
1287549900; 3.0399000000e+02; 2.0272672573e-01; 9.0112000000e+04; 5.0468294929e+09; 0.0000000000e+00; 3.2335465813e+09; 1.8132829116e+09; 4.9990533120e+09
1287550200; 3.0300666667e+02; 2.2981771872e-01; 9.0112000000e+04; 5.0470528341e+09; 0.0000000000e+00; 3.2337822242e+09; 1.8132706099e+09; 4.9990533120e+09
1287550500; 3.0300000000e+02; 2.2337777778e-01; 9.0112000000e+04; 5.0470543360e+09; 0.0000000000e+00; 3.2160320990e+09; 1.8310222370e+09; 4.9990533120e+09
1287550800; 3.0300000000e+02; 2.7123918989e+00; 9.0112000000e+04; 5.0468875196e+09; 0.0000000000e+00; 3.2082841600e+09; 1.8386033596e+09; 4.9990533120e+09
1287551100; 3.0300000000e+02; 6.1374143441e-01; 9.0112000000e+04; 5.0470537762e+09; 0.0000000000e+00; 3.2078818782e+09; 1.8391718980e+09; 4.9990533120e+09
1287551400; 3.0100666667e+02; 2.2461111111e-01; 9.0112000000e+04; 5.0468869598e+09; 0.0000000000e+00; 3.2076398455e+09; 1.8392471142e+09; 4.9990533120e+09
1287551700; 3.0199666667e+02; 8.0205119970e-01; 9.0112000000e+04; 5.0467557649e+09; 0.0000000000e+00; 3.2075982165e+09; 1.8391575484e+09; 4.9990533120e+09
1287552000; 3.0398666667e+02; 2.1064880030e-01; 9.0112000000e+04; 5.0469791061e+09; 0.0000000000e+00; 3.2185632085e+09; 1.8284158976e+09; 4.9990533120e+09
1287552300; 3.0400000000e+02; 2.1328888889e-01; 9.0112000000e+04; 5.0470538445e+09; 0.0000000000e+00; 3.2189134711e+09; 1.8281403733e+09; 4.9990533120e+09
1287552600; 3.0201333333e+02; 1.4924677518e+01; 9.0112000000e+04; 5.0468875196e+09; 0.0000000000e+00; 3.2188461602e+09; 1.8280413594e+09; 4.9990533120e+09
1287552900; 3.0499000000e+02; 1.1156266927e+01; 9.0112000000e+04; 5.0472987170e+09; 0.0000000000e+00; 3.2315703706e+09; 1.8157283465e+09; 4.9990533120e+09
1287553200; 3.0400333333e+02; 5.6251222222e+00; 9.0112000000e+04; 5.0469816730e+09; 0.0000000000e+00; 3.2179125726e+09; 1.8290691004e+09; 4.9990533120e+09
1287553500; 3.0400000000e+02; 4.4914293097e-01; 9.0112000000e+04; 5.0472990310e+09; 0.0000000000e+00; 3.2288115234e+09; 1.8184875076e+09; 4.9990533120e+09
1287553800; 3.0598666667e+02; 2.1810151347e-01; 9.0112000000e+04; 5.0473000960e+09; 0.0000000000e+00; 3.2288399906e+09; 1.8184601054e+09; 4.9990533120e+09
1287554100; 3.0401333333e+02; 2.8953555556e+00; 9.0112000000e+04; 5.0473000960e+09; 0.0000000000e+00; 3.2286446387e+09; 1.8186554573e+09; 4.9990533120e+09
1287554400; 3.0996000000e+02; 2.5861954664e-01; 9.0112000000e+04; 5.0469623945e+09; 0.0000000000e+00; 3.2327730517e+09; 1.8141893427e+09; 4.9990533120e+09
1287554700; 3.0302333333e+02; 7.3052766512e+00; 9.0112000000e+04; 5.0470540220e+09; 0.0000000000e+00; 3.2329722266e+09; 1.8140817954e+09; 4.9990533120e+09
1287555000; 3.0200666667e+02; 2.6408157992e-01; 9.0112000000e+04; 5.0469607561e+09; 0.0000000000e+00; 3.2575517764e+09; 1.7894089796e+09; 4.9990533120e+09
1287555300; 3.0498000000e+02; 1.1343095504e+00; 9.0112000000e+04; 5.0467566933e+09; 0.0000000000e+00; 3.3399002726e+09; 1.7068564207e+09; 4.9990533120e+09
