etime;apache2_18_vmstk;apache2_18_threads;apache2_18_conns;apache2_18_vmdata;apache2_18_vmsize;apache2_18_vmswap;apache2_18_vmrss;localhost_processload_apache2_28
1287339600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3394707096e-02
1287339900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3554484818e-02
1287340200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 9.9053300624e-03
1287340500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3473201011e-02
1287340800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2866386906e-02
1287341100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3752744207e-02
1287341400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.1230368009e-02
1287341700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.5196361946e-02
1287342000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.1668811870e-02
1287342300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 8.6290558767e-03
1287342600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3149306931e-02
1287342900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3244158853e-02
1287343200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.0218065748e-02
1287343500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2784707785e-02
1287343800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.0343624629e-02
1287344100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3101412182e-02
1287344400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.6677556645e-02
1287344700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3115279782e-02
1287345000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3926073926e-02
1287345300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2876726703e-02
1287345600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.0573400406e-02
1287345900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2110090452e-02
1287346200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.1218855219e-02
1287346500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.6411793372e-02
1287346800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3266241098e-02
1287347100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3201320132e-02
1287347400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.1888999551e-02
1287347700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 8.5340663778e-03
1287348000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2754559526e-02
1287348300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3942397472e-02
1287348600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 9.9030227255e-03
1287348900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 9.8427264513e-03
1287349200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3436292001e-02
1287349500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3164585192e-02
1287349800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3592015754e-02
1287350100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 9.6248723131e-03
1287350400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3347340301e-02
1287350700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.3515193159e-02
1287351000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 9.9218726924e-03
1287351300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.1427925382e-02
1287351600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2134916148e-02
1287351900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.5975900238e-02
1287352200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2952677426e-02
1287352500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8542566400e+08; 1.5052800000e+07; 1.2853791918e-02
1287353100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.7258860933e-02
1287353400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.2029079548e-02
1287353700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 9.6862348178e-03
1287354000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3366038723e-02
1287354300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.4703509722e-02
1287354600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3428427263e-02
1287354900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.5478947368e-02
1287355200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 9.9706140351e-03
1287355500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.2975791194e-02
1287355800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3757043047e-02
1287356100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.6527424207e-02
1287356400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.2844375042e-02
1287356700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.7078821595e-02
1287357000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.7286294818e-02
1287357300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.3815373768e-02
1287357600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.1808030411e-02
1287357900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.7158225011e-02
1287358200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.6318600932e-02
1287358500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.3901748283e-02
1287358800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.6768582964e-02
1287359100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.6666852471e-02
1287359400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.6611480251e-02
1287359700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.6666297527e-02
1287360000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3355555556e-02
1287360300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 9.9238723872e-03
1287360600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.7867897901e-03
1287360900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 9.9782267116e-03
1287361200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6888888889e-03
1287361500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6888145671e-03
1287361800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3445187663e-03
1287362100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3222960502e-03
1287362400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6443706165e-03
1287362700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3555555556e-03
1287363000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3333333333e-03
1287363300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6224437062e-03
1287363600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3774819720e-03
1287363900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3334076551e-03
1287364200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2222222222e-05
1287364500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6223698782e-03
1287364800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6665190107e-03
1287365100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6666666667e-03
1287365400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3555555556e-03
1287365700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3444072835e-03
1287366000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6335181502e-03
1287366300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3554078996e-03
1287366600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3333333333e-03
1287366900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2222222222e-05
1287367200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3221850613e-03
1287367500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.1148272018e-05
1287367800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3111111111e-03
1287368100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3333333333e-03
1287368400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2222222222e-05
1287368700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3111849391e-03
1287369000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2148394241e-05
1287369300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3111111111e-03
1287369600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2222222222e-05
1287369900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3222222222e-03
1287370200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3222960502e-03
1287370500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3332595054e-03
1287370800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3333333333e-03
1287371100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2222222222e-05
1287371400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 0.0000000000e+00
1287371700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3111849391e-03
1287372000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3332595054e-03
1287372300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.2222222222e-05
1287372600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6443701226e-03
1287372900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3445187663e-03
1287373200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3222960502e-03
1287373500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6223698782e-03
1287373800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 6.6885187613e-03
1287374100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.6600148644e-02
1287374400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.0044444444e-02
1287374700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.9933333333e-02
1287375000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3422073579e-02
1287375300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3289332844e-02
1287375600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.3289036545e-02
1287375900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.9999111101e-02
1287376200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.6622668153e-02
1287376500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.3355555556e-02
1287376800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.3333333333e-02
1287377100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 1.6711111111e-02
1287377400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.9911111111e-02
1287377700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3091832230e-02
1287378000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 2.3618234885e-02
1287378300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.3345005350e-02
1287378600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.9616874731e-02
1287378900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.6881520367e-02
1287379200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.0113199105e-02
1287379500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3311111111e-02
1287379800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.0022222222e-02
1287380100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.6622222222e-02
1287380400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3355555556e-02
1287380700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.6644444444e-02
1287381000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.6666666667e-02
1287381300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.6600000000e-02
1287381600; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.9781309787e-02
1287381900; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.3717231179e-02
1287382200; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.9880122748e-02
1287382500; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 5.2546482485e-02
1287382800; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.7471550498e-02
1287383100; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.3436153545e-02
1287383400; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.6656038647e-02
1287383700; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.3200959764e-02
1287384000; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 4.3332373570e-02
1287384300; 8.6016000000e+04; 1.0000000000e+00; 0.0000000000e+00; 6.6805760000e+06; 3.0047846400e+08; 2.8540928000e+08; 1.5069184000e+07; 3.3400000000e-02
