UTC_Time,Panda_Failure_Rate,Panda_Efficiency,Overall_DDM_Failure_Rate,Overall_DDM_Efficiency,Queue_Status,DwnTm
2013-04-28 08:00:01.754592,100,0,100,0,0,0
2013-04-28 08:30:01.204847,100,0,100,0,0,0
2013-04-28 09:00:01.814948,100,0,100,0.0,0,0
2013-04-28 09:30:01.151732,100,0,100,0,0,0
2013-04-28 10:00:01.237748,100,0,100,0.0,0,0
2013-04-28 10:30:01.381866,100,0,100,0.0,0,0
2013-04-28 11:00:01.983640,100,0,100,0,0,0
2013-04-28 11:30:01.726834,100,0,100,0,0,0
2013-04-28 12:00:01.659177,100,0,100,0,0,0
2013-04-28 12:30:01.775329,100,0,100,0,0,0
2013-04-28 13:00:01.496642,100,0,100,0,0,0
2013-04-28 13:30:01.128779,100,0,100,0,0,0
2013-04-28 14:00:01.983255,100,0,100,0,0,0
2013-04-28 14:30:01.781161,100,0,100,0,0,0
2013-04-28 15:00:01.297397,100,0,100,0,0,0
2013-04-28 15:30:02.156496,100,0,100,0,0,0
2013-04-28 16:00:01.649474,100,0,100,0,0,0
2013-04-28 16:30:01.249073,100,0,100,0,0,0
2013-04-28 17:00:01.992320,100,0,100,0,0,0
2013-04-28 17:30:01.210722,100,0,100,0,0,0
2013-04-28 18:00:01.920157,71.4,28.6,82.0,17.5,0,0
2013-04-28 18:30:01.822103,14.3,85.7,67.3,32.5,0,0
2013-04-28 19:00:02.063900,0,100,55.8,43.8,1,0
2013-04-28 19:30:01.809273,0,100,45.1,54.9,1,0
2013-04-28 20:00:01.793450,0,100,40.5,59.5,1,0
2013-04-28 20:30:02.036777,0,100,16.3,83.7,1,0
2013-04-28 21:00:02.086738,0,100,0,100,1,0
2013-04-28 21:30:01.619187,0,100,0,100,1,0
2013-04-28 22:00:01.276725,0,100,0,100,1,0
2013-04-28 22:30:02.117711,0,100,0,100,1,0
2013-04-28 23:00:01.850860,0,100,0,100,1,0
2013-04-28 23:30:01.656534,0,100,0,100,1,0
2013-04-29 00:00:01.743812,0,100,0,100,1,0
2013-04-29 00:30:01.535971,0,100,0,100,1,0
2013-04-29 01:00:01.226912,0,100,0,100,1,0
2013-04-29 01:30:01.555769,0,100,0,100,1,0
2013-04-29 02:00:01.152823,0,100,0,100,1,0
2013-04-29 02:30:01.740013,0,100,0,100,1,0
2013-04-29 03:00:01.261709,0,100,0,100,1,0
2013-04-29 03:30:01.371772,0,100,0,100,1,0
2013-04-29 04:00:01.556714,0,100,0,100,1,0
2013-04-29 04:30:01.543102,0,100,0,100,1,0
2013-04-29 05:00:01.189478,0,100,0,100,1,0
2013-04-29 05:30:01.202406,0,100,0,100,1,0
2013-04-29 06:00:02.103358,0,100,0,100,1,0
2013-04-29 06:30:01.799890,0,100,0,100,1,0
2013-04-29 07:00:01.760220,0,100,0,100,1,0
2013-04-29 07:30:01.647163,0,100,0,100,1,0
2013-04-29 08:00:01.138184,0,100,0,100,1,0
2013-04-29 08:30:01.181690,0,100,0,100,1,0
2013-04-29 09:00:01.674356,0,100,0,100,1,0
2013-04-29 09:30:01.520183,0,100,0,100,1,0
2013-04-29 10:00:02.059441,0,100,0,100,1,0
2013-04-29 10:30:01.146739,0,100,0,100,1,0
2013-04-29 11:00:02.028223,0,100,0,100,1,0
2013-04-29 11:30:01.833574,0,100,0,100,1,0
2013-04-29 12:00:01.253135,0,100,0,100,1,0
2013-04-29 12:30:01.353701,0,100,0,100,1,0
2013-04-29 13:00:01.905588,0,100,0,100,1,0
2013-04-29 13:30:01.152834,0,100,0,100,1,0
2013-04-29 14:00:01.528914,0,100,0,100,1,0
2013-04-29 15:00:03.104587,0,100,0,100,1,0
2013-04-29 15:30:02.903042,0,100,0,100,1,0
2013-04-29 16:00:03.530348,0,100,0,100,1,0
2013-04-29 16:30:03.633541,0,100,0,100,1,0
2013-04-29 17:00:02.575606,0,100,0,100,1,0
2013-04-29 17:30:03.239505,0,100,0,100,1,0
2013-04-29 18:00:02.566028,0,100,0,100,1,0
2013-04-29 18:30:01.418138,0,100,0,100,1,0
2013-04-29 19:00:02.734086,0,100,0,100,1,0
2013-04-29 19:30:01.723913,0,100,0,100,1,0
2013-04-29 20:00:02.085833,0,100,0,100,1,0
