UTC_Time,Panda_Failure_Rate,Panda_Efficiency,Overall_DDM_Failure_Rate,Overall_DDM_Efficiency,Queue_Status,DwnTm
2013-05-02 19:30:01.691870,3.23,96.8,1.64,98.4,1,0
2013-05-02 21:30:01.994118,0,100,0,100,1,0
2013-05-02 22:30:01.869625,0,100,0,100,1,0
2013-05-02 23:00:01.806593,0,100,0,100,1,0
2013-05-02 23:30:02.071556,0,100,0,100,1,0
2013-05-03 00:00:01.978516,0,100,0,100,1,0
2013-05-03 00:30:01.343687,0,100,0,100,1,0
2013-05-03 01:00:01.512430,0,100,0,100,1,0
2013-05-03 01:30:01.994765,0,100,0,100,1,0
2013-05-03 02:00:01.591979,0,100,0,100,1,0
2013-05-03 02:30:01.394275,0,100,0,100,1,0
2013-05-03 03:00:02.028581,0,100,0,100,1,0
2013-05-03 03:30:01.778621,0,100,0,100,1,0
2013-05-03 04:00:02.095338,0,100,0,100,1,0
2013-05-03 04:30:02.099319,0,100,0,100,1,0
2013-05-03 05:00:02.051637,0,100,0,100,1,0
2013-05-03 05:30:01.991079,0,100,0,100,1,0
2013-05-03 06:00:01.911088,0,100,0,100,1,0
2013-05-03 06:30:01.637665,0,100,0,100,1,0
2013-05-03 07:00:01.151530,0,100,0,100,1,0
2013-05-03 07:30:01.408951,0,100,0,100,1,0
2013-05-03 08:00:01.981183,0,100,0,100,1,0
